anon_id,label,split,n_off,energy_f1,energy_prec,energy_rec,energy_n,silero_s,silero_f1,silero_prec,silero_rec,silero_n,silero_speech_s,off_speech_s
call_11d3230256a1,human,train,13,0.9369300911854104,0.93267776096823,0.9412213740458015,11,1.0847175121307373,0.9024096385542169,0.9521186440677966,0.8576335877862595,9,23.599999999999994,26.180000000000007
call_120d6007bcc1,synthetic,val,16,0.9713548862485033,0.9443051575931232,1.0,16,1.4496757984161377,0.9546464272491669,0.9323811245706021,0.978001137872179,14,55.29999999999997,52.72
call_1612f093f8b5,human,train,45,0.8433282478582326,0.729099025974026,1.0,41,1.1376147270202637,0.5301110128696336,0.9014366855997327,0.3754522682994712,17,29.900000000000016,71.79999999999997
call_16581bcbc272,human,train,15,0.9400660689004248,0.9302615193026152,0.9500794912559618,13,0.9971451759338379,0.8893589326391149,0.910696434521826,0.8689984101748808,12,30.000000000000007,31.420000000000012
call_1761edbd6952,human,train,36,0.8657488771724272,0.9600476396708532,0.7883179231863442,39,1.4636428356170654,0.5604682231694128,0.9852382017445761,0.3916251778093883,17,44.7,112.42
call_181a5049ecae,synthetic,val,16,0.9384789278217343,0.9161412358133669,0.9619331347236014,18,1.1579258441925049,0.9034364795521692,0.8519061583577713,0.9616021185038067,14,34.09999999999999,30.180000000000014
call_185e958a253b,human,val,18,0.9389671361502347,0.919175911251981,0.9596293845135672,14,1.0499870777130127,0.9282714597681841,0.9426816786079836,0.914295168762409,14,29.300000000000008,30.21999999999999
call_186e9d6ee732,synthetic,train,11,0.9293554742471151,0.8680336487907466,1.0,11,1.0300676822662354,0.8970388481390926,0.8133004926108375,1.0,10,20.29999999999999,16.499999999999993
call_189410107163,synthetic,train,40,0.8175301591001807,0.6913750616067028,1.0,50,1.6788618564605713,0.756322665707779,0.652398676592225,0.8996293128029655,15,96.69999999999995,70.08000000000001
call_18bd3c505fd5,synthetic,train,12,0.9648905410987195,0.9411764705882353,0.9898305084745763,12,1.2668993473052979,0.9451086956521739,0.9104712041884817,0.9824858757062147,12,38.19999999999998,35.379999999999995
call_198ef413fe4a,human,val,11,0.9699048807110556,0.9415682712685437,1.0,11,1.0342836380004883,0.9579777813556594,0.9593679458239278,0.9565916398713826,9,30.99999999999999,31.080000000000016
call_1a2f3635b411,synthetic,train,9,0.9773819621147866,0.9557644456732098,1.0,9,1.2055063247680664,0.9210526315789473,0.9014123511492661,0.9415678333815447,12,36.10000000000002,34.56
call_1ad99899456c,synthetic,train,15,0.9792728034056808,0.9605695509309967,0.9987188612099644,16,1.5722019672393799,0.976105886450714,0.9557980900409276,0.9972953736654804,14,73.29999999999997,70.22000000000001
call_1ba56b3cce45,synthetic,train,8,0.9870454748503529,0.9751103265666372,0.9992764109985528,8,1.2914981842041016,0.938264789769068,0.9546901329339075,0.9223950795947902,10,53.400000000000006,55.260000000000026
call_1bf0aa4d4324,human,train,12,0.9713600958657879,0.9538714991762768,0.989501953125,12,1.2696397304534912,0.9403277084861824,0.9419402253797158,0.938720703125,12,40.80000000000003,40.93999999999998
call_1c1c0cce9fb5,human,val,26,0.8569133984740999,0.7533537302894798,0.9934823091247672,30,1.3236722946166992,0.8411774488608016,0.9061268362594053,0.7849162011173184,13,27.880000000000024,32.12000000000005
call_1cc930924760,synthetic,train,25,0.7300011033873993,0.5748045178105995,1.0,37,1.0617570877075195,0.5965700285830952,0.4503699136868064,0.8833131801692866,14,64.86000000000001,33.020000000000024
call_1ee2936b46a7,synthetic,train,10,0.9697729052466719,0.9413195500152022,1.0,10,0.8442740440368652,0.9623364187679541,0.9511041009463722,0.9738372093023255,11,31.700000000000003,30.940000000000012
call_224586045e67,human,train,19,0.9483038907553918,0.9390427130285469,0.9577495621716288,20,1.095977544784546,0.9044834307992202,0.9496749337828077,0.8633975481611208,20,41.50000000000003,45.64000000000002
call_22d0f235a47e,human,train,18,0.9289507679058419,0.9301523426271917,0.9277522935779816,14,1.7701871395111084,0.8682926829268293,0.9270833333333334,0.8165137614678899,15,30.700000000000035,34.83999999999999
call_22eacbc23d18,human,train,18,0.9258332235542089,0.9296296296296296,0.9220676987667279,18,1.3238153457641602,0.8904867256637168,0.9412452499269219,0.844922592495408,16,34.20000000000002,38.08000000000001
call_23991b635849,human,train,16,0.9695196753798245,0.9550102249488752,0.9844768110387121,13,1.6217281818389893,0.9403420132141469,0.9536854552621206,0.927366807205826,13,50.70000000000003,52.13999999999996
call_24e1989c4d6d,synthetic,train,35,0.6575882794891059,0.49136842105263157,0.9937553221686063,59,1.3687293529510498,0.584916522740357,0.49205734211545915,0.7209764405336361,16,51.60000000000002,35.19999999999999
call_253156878935,synthetic,train,11,0.950965824665676,0.9221902017291066,0.9815950920245399,10,1.18678879737854,0.9321783224170717,0.9000407996736026,0.9666958808063103,12,24.5,22.80000000000002
call_26be2ced1f65,synthetic,train,10,0.9796511627906976,0.9601139601139601,1.0,10,1.6628780364990234,0.966313162819713,0.9483673469387756,0.9849512505298855,11,49.000000000000014,47.16000000000001
call_2741c273bfcc,synthetic,train,24,0.9619509095241878,0.9279693486590038,0.9985158311345647,25,1.5101096630096436,0.9343905472636815,0.8838235294117647,0.9910949868073878,19,67.99999999999999,60.63999999999993
call_290aacdf95ca,synthetic,train,11,0.9489700374531835,0.9028953229398664,1.0,11,1.1784374713897705,0.9280524958987579,0.8839285714285714,0.9768130241736557,10,22.400000000000013,20.259999999999998
call_29a23dea3118,synthetic,train,15,0.9604923076923076,0.9239876864788066,1.0,15,1.3989105224609375,0.9453305734810666,0.9004871259568545,0.9948744233726294,11,43.099999999999994,38.98000000000004
call_29e423c5b8aa,human,train,35,0.9061386968363713,0.8402953176607733,0.9831779949988634,31,1.3931021690368652,0.7495424836601308,0.8818824976930175,0.6517390315980904,18,32.500000000000014,43.93999999999993
call_29f2b21b3d8a,synthetic,train,9,0.9787747711497837,0.970283207020343,0.9874162776537446,10,1.0712811946868896,0.9626168224299065,0.9434808029623855,0.9825451593261619,10,51.30000000000001,49.260000000000005
call_29fddbedd6a4,human,train,18,0.9636186980459894,0.9354433032907148,0.9935440783615316,17,1.6250934600830078,0.9515918011338858,0.9324786324786325,0.9715048975957258,17,46.79999999999995,44.90000000000003
call_2a34be1bd407,human,train,20,0.9383418138281951,0.9131954558695019,0.9649122807017544,16,1.3298561573028564,0.8996733551096594,0.909433962264151,0.8901200369344414,12,31.79999999999999,32.42
call_2cd6a0b37e59,synthetic,train,6,0.9663281667557456,0.9348500517063082,1.0,6,0.9005625247955322,0.9275586491363753,0.8686624818928054,0.9950221238938053,7,20.69999999999999,18.079999999999995
call_2d2c74bdeb7b,human,train,11,0.9670555057043969,0.946312092323131,0.9887287024901704,12,1.1114685535430908,0.9495765472312704,0.944041450777202,0.9551769331585845,12,38.599999999999994,38.14000000000002
call_2d4374d86df7,synthetic,val,44,0.6074851074851075,0.43625034873988655,1.0,52,1.549194574356079,0.557106428667293,0.40652237782783274,0.8848859518226391,21,102.09999999999998,46.85999999999991
call_30c4f6565eec,synthetic,train,10,0.9743722495469842,0.9509853461344113,0.9989384288747346,10,1.1322565078735352,0.9633589777024384,0.9469366829018201,0.9803609341825902,10,39.000000000000014,37.65999999999998
call_312805f2b67f,synthetic,train,16,0.9400479616306955,0.8868778280542986,1.0,16,1.9984300136566162,0.9285061254342659,0.8692228688805204,0.9964678178963893,12,29.19999999999999,25.459999999999976
call_3332ecee2806,human,train,37,0.8992523364485981,0.9204132389515974,0.879042572629271,28,1.7055633068084717,0.7693708274327331,0.8617720371629277,0.694865704366892,18,44.10000000000004,54.699999999999996
call_349b9fddaff0,human,train,16,0.9404462834343136,0.9285088999124599,0.9526946107784431,16,1.4075183868408203,0.8962145110410095,0.947,0.8505988023952096,11,29.99999999999998,33.38
call_34f4c668dbe8,human,train,63,0.9005300135584864,0.9353875042676681,0.8681771369721936,59,2.1069321632385254,0.5781153996536893,0.9801136363636364,0.40996593519765506,18,52.79999999999999,126.14000000000006
call_35966c559fcc,human,train,19,0.9448818897637795,0.945273631840796,0.9444904722452361,15,0.8974761962890625,0.8267041023241304,0.9498207885304659,0.731842032587683,9,27.89999999999999,36.17999999999999
call_36640e327eaf,human,train,44,0.8877524929685502,0.921443736730361,0.8564380858411446,39,1.4219233989715576,0.5801526717557252,0.9443620178041543,0.4186811379707285,13,26.960000000000008,60.69999999999997
call_36d72e4b1aef,synthetic,val,12,0.9696358825752803,0.9410613842015163,1.0,12,1.2820587158203125,0.9468190854870775,0.9071428571428571,0.9901247401247402,11,41.99999999999998,38.46000000000001
call_373750027ccd,synthetic,train,13,0.9731155523993101,0.9476388065599683,1.0,13,1.3773632049560547,0.9642563681183237,0.9502024291497976,0.9787322768974145,12,49.399999999999984,47.95999999999999
call_374f870c8124,synthetic,train,24,0.6922795462861324,0.5293788472299944,1.0,39,1.4901041984558105,0.6450344149459194,0.5363232889511796,0.8090204369274137,11,42.79999999999998,28.320000000000014
call_37e63dcc8185,synthetic,train,10,0.9784121741182022,0.9632984901277584,0.9940076701821668,9,1.2920594215393066,0.9660056657223796,0.9516279069767442,0.9808245445829339,10,43.0,41.72
call_387c5493a07f,synthetic,train,12,0.9696673189823874,0.9429115128449096,0.9979859013091642,13,1.4906809329986572,0.9514140681653372,0.9149232914923291,0.9909365558912386,13,42.99999999999999,39.699999999999996
call_39880aff21ed,synthetic,train,19,0.9644979430138656,0.9326653897156328,0.9985802176999526,18,1.6841468811035156,0.9515015015015015,0.9077496060736284,0.9996844928222117,10,69.8,63.36000000000003
call_3adbf4ac0f30,human,train,24,0.9576298184135075,0.9266337854500617,0.990771259063942,23,1.474400281906128,0.8979416809605489,0.9361587982832618,0.8627224785761372,20,55.89999999999999,60.639999999999986
call_3b1bf9fab29d,human,train,11,0.9410485098977595,0.9223880597014925,0.9604795737122558,12,1.2481462955474854,0.9027589326096789,0.919815668202765,0.8863232682060391,10,21.700000000000003,22.519999999999996
call_3b9afdd4a2df,human,val,25,0.9156429156429157,0.8742571160462934,0.9611416781292985,23,1.4787936210632324,0.811605415860735,0.9274977895667551,0.7214580467675378,15,22.600000000000016,29.039999999999985
call_3ca96b2dd5c4,human,train,25,0.9542896128261982,0.9318787475016655,0.9778049632995456,26,1.9171192646026611,0.915346708905315,0.9218362282878412,0.9089479203075848,22,56.40000000000004,57.179999999999964
call_3cd08cbaf55c,synthetic,train,14,0.9655254398478365,0.9393939393939394,0.9931523599902177,13,1.2386572360992432,0.9488339714584059,0.9026490066225166,1.0,13,45.29999999999998,40.860000000000014
call_3d69be34ef44,human,train,17,0.9404808829325976,0.9369109947643979,0.9440780796623582,17,1.2040269374847412,0.890114552397115,0.9594512195121951,0.830123977842258,17,32.80000000000001,37.87999999999996
call_3f3ac4984431,human,train,21,0.9631779430437148,0.9421575585521647,0.9851576994434137,22,1.5105347633361816,0.9554491899852725,0.9481183777858969,0.9628942486085343,22,54.70000000000001,53.859999999999985
call_415d987a1504,synthetic,train,15,0.9240568348848603,0.862368541380887,0.9952506596306069,16,1.113722801208496,0.8951672862453531,0.8439252336448598,0.9530343007915567,8,21.400000000000013,18.939999999999998
call_41fc5fd779c9,synthetic,train,8,0.9386548410938654,0.8844011142061281,1.0,8,0.6686007976531982,0.9389312977099237,0.9111111111111111,0.968503937007874,7,13.500000000000002,12.7
call_450b4e13468b,synthetic,train,12,0.972463302260795,0.955770850884583,0.9897491821155944,14,1.1912384033203125,0.9733832175307322,0.9545073375262054,0.993020719738277,12,47.69999999999999,45.820000000000036
call_4789ebd9b148,synthetic,train,22,0.9272138533014219,0.885691231845078,0.972821270310192,20,1.1410801410675049,0.89184372858122,0.8319693094629156,0.9610044313146233,9,39.10000000000002,33.82
call_47bef2f628eb,human,val,14,0.864406779661017,0.7611940298507462,1.0,20,1.270815134048462,0.9291156011924478,0.8815210559396606,0.9821428571428571,13,31.80000000000004,28.54000000000005
call_486215b37ca1,human,train,46,0.8508502356074575,0.744665590819437,0.9923536439665472,28,1.255347490310669,0.46869727377675163,0.9128329297820823,0.3152927120669056,13,28.90000000000001,83.63999999999996
call_488e7b893457,human,train,19,0.9359414663282066,0.915303738317757,0.9575313168347083,18,1.34151291847229,0.8461908580593425,0.8906144496961512,0.8059883898564009,14,29.6,32.70000000000006
call_4ac92327c83b,human,train,17,0.9715555555555555,0.9461565096952909,0.9983558640847643,17,1.289588212966919,0.9530213706705969,0.9611668524712003,0.9450127877237852,14,53.80000000000007,54.72000000000004
call_4affad158a4c,synthetic,val,20,0.9277528649725959,0.8722673329169269,0.9907768712309329,19,1.463367223739624,0.9083197389885808,0.8408335850196316,0.9875842497339482,15,33.10000000000001,28.18
call_4b1bec58d02d,synthetic,train,42,0.7429706411768358,0.5910527355322931,1.0,65,1.9362401962280273,0.5713357869668759,0.4225442318469298,0.8818713450292398,20,124.90000000000009,59.740000000000045
call_4baef170cf46,human,train,17,0.9620853080568721,0.9431890179514255,0.9817542316992746,16,1.2791094779968262,0.8786992630717043,0.939,0.8256759727412618,14,40.0,45.45999999999999
call_4c278007298d,human,train,14,0.9573674092502544,0.9421322056532384,0.973103448275862,18,1.0575497150421143,0.9217635364284879,0.9381099738157581,0.9059770114942529,16,42.000000000000014,43.5
call_4c8c40f7c2fd,human,train,16,0.9252776842813868,0.927775902801215,0.9227928835179591,14,1.3288507461547852,0.9238095238095239,0.9362288865908307,0.9117153407183619,14,29.000000000000004,29.779999999999987
call_4cd5b14fbe3c,synthetic,train,13,0.969893676552882,0.9456569183762549,0.9954054674936825,12,1.2355260848999023,0.9592649988930706,0.9256569109164708,0.9954054674936825,13,46.8,43.51999999999998
call_4d8129939686,synthetic,train,9,0.9707786526684165,0.9506511309115833,0.9917769038255273,8,1.219618797302246,0.9603429796355841,0.9596572652624062,0.9610296746514122,9,28.000000000000007,27.959999999999987
call_4e60206f7e8a,human,train,13,0.9512449679439392,0.9398939304655274,0.9628735285239963,12,0.7866613864898682,0.9316751113158299,0.948125,0.9157862964080894,11,31.999999999999993,33.12
call_4e9cec0da4ea,synthetic,train,13,0.963383479988646,0.9293537787513692,1.0,13,1.1242175102233887,0.9489454545454545,0.9370870439528871,0.9611078373600471,9,34.80000000000001,33.93999999999996
call_4f0dad5104b3,human,train,36,0.8513330963384287,0.9296583850931677,0.7851803278688525,38,1.2933995723724365,0.6393065628869626,0.9817984243412117,0.4739672131147541,14,36.79999999999999,76.16000000000004
call_51851f91f064,human,train,22,0.9229505503532117,0.8997437540038437,0.9473861720067454,19,1.0974507331848145,0.8264831690533755,0.9212271973466003,0.7494097807757167,9,24.100000000000016,29.58
call_5273f6be303c,human,train,20,0.9396332863187589,0.9141053787047201,0.9666279744631456,19,1.3282597064971924,0.9010077059869591,0.9206541490006057,0.8821822402785838,15,33.0,34.42000000000005
call_52ba7c3bd761,synthetic,train,11,0.969901401141671,0.9415617128463476,1.0,11,1.1106319427490234,0.9561324977618622,0.9159519725557461,1.0,9,40.800000000000004,37.34000000000003
call_52bfee0220ab,synthetic,train,25,0.952418172936004,0.9091587390412237,1.0,25,1.1195697784423828,0.9337805462386201,0.8761014206078044,0.9995896594173164,17,55.60000000000002,48.719999999999985
call_54a09817b7e2,synthetic,train,11,0.9560333139647492,0.9267743146826887,0.9872,10,0.8454458713531494,0.9436619718309859,0.9234303215926493,0.9648,11,26.099999999999994,24.97999999999999
call_565b6523733e,human,train,15,0.9367806505421185,0.9298013245033112,0.9438655462184874,15,0.8531091213226318,0.8530734632683659,0.963998305802626,0.7650420168067227,10,23.600000000000023,29.719999999999988
call_568b5e814bc3,human,train,23,0.9387442572741195,0.9041297935103245,0.9761146496815286,21,1.0525233745574951,0.8746281342966425,0.9380127620783957,0.8192675159235668,15,32.900000000000006,37.660000000000025
call_569ffb0869eb,human,val,23,0.9291530944625407,0.9251351351351351,0.933206106870229,15,0.9341690540313721,0.8801921446736366,0.9134897360703812,0.8492366412213741,12,34.099999999999994,36.66000000000002
call_56f58de34ea0,synthetic,train,15,0.9444539394975218,0.8947538860103627,1.0,15,1.171844720840454,0.9282714597681841,0.8661442006269593,1.0,13,31.900000000000027,27.600000000000016
call_578504f9f39e,synthetic,train,8,0.9782608695652174,0.9574468085106383,1.0,8,1.0158483982086182,0.9640772921800026,0.9455609259730349,0.9833333333333333,8,39.30000000000002,37.8
call_57f113803718,human,train,23,0.9133903960539678,0.9032998565279771,0.9237089201877934,18,1.157480001449585,0.8856755535472209,0.9099350046425255,0.8626760563380281,14,32.3,34.02000000000007
call_5823cd70919d,synthetic,train,10,0.9693043344130804,0.9461005721168323,0.9936748893105629,11,0.9694912433624268,0.9247553345098668,0.9384565288179746,0.9114484503478811,13,30.70000000000002,31.6
call_58a0f7394bc3,synthetic,train,12,0.9734945103693025,0.954337899543379,0.9934359438660028,13,0.9981155395507812,0.9493339157021183,0.9170886075949367,0.9839293798098687,15,47.40000000000001,44.16
call_58ed2170e352,human,val,19,0.9369012223323423,0.9026098026734564,0.9739010989010989,18,0.8978116512298584,0.8905240488155061,0.9327067669172933,0.8519917582417582,14,26.59999999999998,29.100000000000012
call_5a6307557d57,human,train,17,0.957039911308204,0.940359477124183,0.9743227990970654,18,0.9656541347503662,0.938384560400286,0.9510286873370037,0.9260722347629797,16,34.50000000000001,35.44
call_5a7a7e3c9588,synthetic,train,21,0.9484259879437374,0.9061433447098977,0.994847775175644,19,0.9671468734741211,0.9139186295503212,0.8418145956607495,0.9995316159250586,13,50.7,42.69999999999999
call_5c9d19646f57,human,train,21,0.8448722695298038,0.9109780439121756,0.7877114256127028,16,0.43434739112854004,0.6153483992467044,0.9674315321983715,0.45115636865723163,7,13.500000000000002,28.959999999999987
call_5d86f0ca06aa,synthetic,train,9,0.9567673256571801,0.9171178675551853,1.0,9,0.9916067123413086,0.9326556543837357,0.8738095238095238,1.0,7,25.199999999999992,22.019999999999996
call_5e4539a471f6,synthetic,val,24,0.6175195143104943,0.4466750313676286,1.0,30,0.7797293663024902,0.5959000280819995,0.4583153347732181,0.8515248796147673,13,46.29999999999999,24.919999999999995
call_5f7a4b3e8ca9,human,train,30,0.906877347493848,0.8965428937259923,0.9174528301886793,23,0.9247174263000488,0.7845107892403193,0.8996610169491526,0.6954926624737946,14,29.499999999999993,38.139999999999986
call_6058d9c5c82f,synthetic,val,13,0.9630914826498422,0.9288104654700334,1.0,13,1.3336966037750244,0.9385757145112901,0.9060975609756098,0.9734687192924992,13,32.79999999999999,30.52000000000001
call_60ffdefc5f5a,human,train,19,0.9293450232078391,0.897410358565737,0.9636363636363636,17,1.799621343612671,0.8630085852930198,0.9056012534273404,0.8242424242424242,17,25.50000000000001,28.03999999999997
call_624a4731ab56,human,train,24,0.9084004452301447,0.9717047205490965,0.8528399311531841,23,1.4495322704315186,0.7858491936655528,0.9604048295454546,0.6649864765183182,25,56.30000000000005,81.29999999999998
call_63a156c6b8d9,human,train,11,0.9474689589302769,0.9117647058823529,0.9860834990059643,10,1.116912603378296,0.9271264928101389,0.9096126255380201,0.9453280318091452,10,20.900000000000023,20.119999999999983
call_64637c20ee66,human,val,38,0.8950971322849214,0.9175042670206713,0.8737583528986816,30,1.2314565181732178,0.6603062426383981,0.9492041991195395,0.5062308109084341,11,29.500000000000007,55.300000000000026
call_65a7cdefc22d,human,train,27,0.9250945775535939,0.866524923222301,0.9921558020016229,27,1.0892961025238037,0.6973439350363728,0.9308943089430894,0.5574790370570734,12,22.10000000000002,36.93999999999998
call_6756c4a91509,synthetic,train,13,0.9701940850277264,0.9421135292797846,1.0,13,1.4317295551300049,0.951962032642667,0.9261261261261261,0.9792807811383663,13,44.40000000000003,41.98000000000001
call_678ee1dd2242,human,val,15,0.9615306330144514,0.9615306330144514,0.9615306330144514,13,1.4584226608276367,0.9232882502113271,0.960008789277082,0.889273356401384,14,45.500000000000014,49.11999999999997
call_68544c09a58b,synthetic,train,7,0.9452971271153089,0.8962686567164179,1.0,7,1.3375270366668701,0.9534421010744131,0.913109756097561,0.9975020815986678,7,13.100000000000012,11.999999999999982
call_6971b2685c1d,human,val,10,0.9439158738107161,0.9249263984298332,0.9637014314928425,9,0.8529691696166992,0.8827800829875518,0.8957894736842106,0.8701431492842536,6,18.999999999999996,19.540000000000006
call_6afd8cabf618,synthetic,train,11,0.9663732140279983,0.9349343758726613,1.0,11,1.1537442207336426,0.9558950706255405,0.9236768802228412,0.9904420549581839,11,35.89999999999996,33.46000000000001
call_6b0cc9c966a1,human,train,17,0.9487179487179487,0.935741935483871,0.962058901565402,15,1.2882609367370605,0.8898876404494382,0.945389435989257,0.840541257628018,13,33.49999999999999,37.67999999999998
call_6b31fbd81fc3,synthetic,train,34,0.677445578538524,0.5137690094533498,0.9941675503711559,56,1.4905619621276855,0.567056204785754,0.4360912981455064,0.8104453870625663,16,70.09999999999997,37.67999999999999
call_6b6499e4474f,synthetic,train,8,0.9776422764227642,0.9627220415311484,0.9930322580645161,11,1.2237021923065186,0.9741811175337187,0.9698209718670077,0.9785806451612903,7,39.10000000000001,38.739999999999995
call_6c8d4490f8d7,synthetic,val,8,0.9809143364403018,0.9644337770019638,0.9979679385865884,9,1.0947821140289307,0.9658706793152328,0.933994095318431,1.0,9,47.40000000000003,44.279999999999966
call_6d88a2e95795,human,train,43,0.8595662443633241,0.8973324366733916,0.8248506078714197,31,1.3607587814331055,0.7074235807860262,0.896584440227704,0.5841747372759118,18,31.600000000000044,48.419999999999966
call_6dfa70c50ea5,synthetic,train,24,0.7800376647834275,0.6402844334518473,0.9978318477475308,38,1.2098474502563477,0.6728902856086515,0.5458908218356329,0.8768971332209107,13,66.67999999999998,41.47999999999998
call_6e83cb807322,human,train,16,0.9683419074000792,0.9444230027016596,0.9935038570848559,15,1.4449217319488525,0.9549567665393123,0.94601593625498,0.964068209500609,13,50.19999999999998,49.23999999999998
call_70101b573bb2,synthetic,train,25,0.9483220094708668,0.90633608815427,0.9943868739205527,24,1.3959846496582031,0.9163066412137044,0.8569817703439203,0.9844559585492227,21,53.199999999999946,46.260000000000026
call_70de89818ee5,synthetic,train,26,0.9499736703528173,0.9083585095669687,0.9955849889624724,24,1.4555339813232422,0.9250021282029455,0.8608778323562034,0.9994481236203091,18,63.10000000000003,54.32000000000002
call_716d56beca2a,human,train,32,0.9213142694820566,0.922449753507774,0.9201815774541328,28,1.8267853260040283,0.782048482201354,0.9250839576336863,0.6773217325515415,19,38.7,52.85999999999993
call_71fec5a6b017,synthetic,train,12,0.9544822102961638,0.9139703083365055,0.9987520798668885,12,0.9189083576202393,0.9386624455876533,0.8950943396226415,0.9866888519134775,11,26.499999999999968,24.020000000000028
call_743448b8a861,synthetic,val,13,0.9513162639740353,0.9071526822558459,1.0,13,0.8822567462921143,0.9399777695442757,0.9192028985507247,0.9617134192570129,14,27.59999999999998,26.36
call_74b20933dd43,human,val,32,0.8715650430475292,0.9118953603158934,0.8346510051953919,24,1.2734062671661377,0.7036089798238135,0.948295672156262,0.5592952337926361,14,26.100000000000012,44.24000000000001
