anon_id,label,split,n_off,off_s,t12_f1,t12_prec,t12_rec,t12_s,t12_n,t12_chunks,t12_m0_f1,t12_m0_prec,t12_m0_rec,t12_m0_s,t12_m0_n,t12_m0_chunks,t12_m3_f1,t12_m3_prec,t12_m3_rec,t12_m3_s,t12_m3_n,t12_m3_chunks,t12_m6_f1,t12_m6_prec,t12_m6_rec,t12_m6_s,t12_m6_n,t12_m6_chunks,t15_f1,t15_prec,t15_rec,t15_s,t15_n,t15_chunks,t15_m3_f1,t15_m3_prec,t15_m3_rec,t15_m3_s,t15_m3_n,t15_m3_chunks,t18_m3_f1,t18_m3_prec,t18_m3_rec,t18_m3_s,t18_m3_n,t18_m3_chunks
call_0ab7d2a0c0f5,human,train,17,31.08,0.8790349983010534,0.9315808426359381,0.8321003538115149,27.739999999999966,12,9,0.8643390654854959,0.9395770392749244,0.800257317465423,26.439999999999976,12,10,0.8637862224535832,0.9378296910324039,0.8005789642972017,26.50999999999996,12,10,0.8747637862910153,0.9387905604719764,0.8189128337085879,27.089999999999964,13,10,0.8790349983010534,0.9315808426359381,0.8321003538115149,27.739999999999966,12,9,0.8637862224535832,0.9378296910324039,0.8005789642972017,26.50999999999996,12,10,0.854239663629993,0.9380530973451328,0.7841749758764877,25.95999999999996,11,10
call_0cf2f4a71328,synthetic,val,17,51.52000000000001,0.9710391822827938,0.9477184555699243,0.9955365806326412,54.11999999999984,18,22,0.9718563441675353,0.9496296296296296,0.9951484572093926,53.98999999999984,18,22,0.971677559912854,0.9491117690599555,0.9953425189210169,54.029999999999845,18,22,0.9716829245193673,0.9489456159822419,0.9955365806326412,54.04999999999985,18,22,0.9710391822827938,0.9477184555699243,0.9955365806326412,54.11999999999984,18,22,0.971677559912854,0.9491117690599555,0.9953425189210169,54.029999999999845,18,22,0.9712605520250404,0.9499072356215214,0.9935959635163982,53.879999999999875,18,22
call_0e101713ee94,synthetic,train,15,75.68000000000004,0.979868395335201,0.9669538382409669,0.9931325937665082,77.73999999999994,18,23,0.9662846923229781,0.9693023255813954,0.9632857897517169,75.20999999999995,19,22,0.9739644970414201,0.9697564807541241,0.9782091917591125,76.34999999999994,19,22,0.9804432855280313,0.9680741503604532,0.9931325937665082,77.64999999999995,18,23,0.979868395335201,0.9669538382409669,0.9931325937665082,77.73999999999994,18,23,0.9739644970414201,0.9697564807541241,0.9782091917591125,76.34999999999994,19,22,0.9732472324723247,0.9711993687532877,0.9753037506603275,76.00999999999993,21,22
call_0e1e2f29bfdc,human,val,12,23.960000000000008,0.9518956379942927,0.9310207336523126,0.9737281067556297,25.059999999999924,11,9,0.9360452925141539,0.9413749472796289,0.9307756463719766,23.68999999999993,10,7,0.9360721022846363,0.9410029498525073,0.9311926605504587,23.709999999999926,10,7,0.9360721022846363,0.9410029498525073,0.9311926605504587,23.709999999999926,10,7,0.9518956379942927,0.9310207336523126,0.9737281067556297,25.059999999999924,11,9,0.9360721022846363,0.9410029498525073,0.9311926605504587,23.709999999999926,10,7,0.9362683438155136,0.9413996627318718,0.9311926605504587,23.69999999999992,10,7
call_10aa0d1d33f0,human,val,16,25.00000000000003,0.9397081413210445,0.9046210720887246,0.9776268477826608,27.029999999999955,14,8,0.8901854553031882,0.9303135888501742,0.8533759488613664,22.949999999999953,10,7,0.8894901144640999,0.9283231972198088,0.853775469436676,23.009999999999966,10,7,0.8894901144640999,0.9283231972198088,0.853775469436676,23.009999999999966,10,7,0.9397081413210445,0.9046210720887246,0.9776268477826608,27.029999999999955,14,8,0.8894901144640999,0.9283231972198088,0.853775469436676,23.009999999999966,10,7,0.8898605038517593,0.9291304347826087,0.853775469436676,22.98999999999996,10,7
call_10ceaf16fbbf,synthetic,train,9,37.39999999999998,0.9772310913373462,0.9574358974358974,0.9978621058257616,38.96999999999993,10,12,0.977870891711405,0.9586649550706033,0.9978621058257616,38.91999999999993,10,12,0.977870891711405,0.9586649550706033,0.9978621058257616,38.91999999999993,10,12,0.977870891711405,0.9586649550706033,0.9978621058257616,38.91999999999993,10,12,0.9772310913373462,0.9574358974358974,0.9978621058257616,38.96999999999993,10,12,0.977870891711405,0.9586649550706033,0.9978621058257616,38.91999999999993,10,12,0.9767929723351252,0.9588159588159588,0.9954569748797435,38.819999999999936,11,13
call_11d3230256a1,human,train,13,26.180000000000007,0.9369300911854104,0.93267776096823,0.9412213740458015,26.41999999999998,11,10,0.9183000194061711,0.9340702724042638,0.9030534351145039,25.309999999999967,11,9,0.9195580538864121,0.9342260732571879,0.9053435114503817,25.36999999999997,11,9,0.9212308883297852,0.9344326658814291,0.9083969465648855,25.449999999999967,11,9,0.9369300911854104,0.93267776096823,0.9412213740458015,26.41999999999998,11,10,0.9195580538864121,0.9342260732571879,0.9053435114503817,25.36999999999997,11,9,0.9193485847227607,0.9342001576044129,0.9049618320610687,25.35999999999997,11,9
call_120d6007bcc1,synthetic,val,16,52.72,0.9713548862485033,0.9443051575931232,1.0,55.81999999999991,16,18,0.9702750254653209,0.9480636988780311,0.9935520576521905,55.23999999999991,15,18,0.9700953615405981,0.9477206946454414,0.9935520576521905,55.259999999999906,15,18,0.9700953615405981,0.9477206946454414,0.9935520576521905,55.259999999999906,15,18,0.9713548862485033,0.9443051575931232,1.0,55.81999999999991,16,18,0.9700953615405981,0.9477206946454414,0.9935520576521905,55.259999999999906,15,18,0.9705446461652464,0.9485786710121311,0.9935520576521905,55.20999999999991,15,18
call_1612f093f8b5,human,train,45,71.79999999999997,0.8433282478582326,0.729099025974026,1.0,98.46999999999976,41,30,0.8450626254238461,0.840467997247075,0.8497077650988032,72.58999999999959,45,21,0.8498644986449865,0.8280961182994455,0.8728082382410242,75.6499999999996,46,21,0.8554303211935631,0.804238637755727,0.9135819649318119,81.54999999999967,43,26,0.9069647905422771,0.8424444974934352,0.982187586974673,83.64999999999982,43,28,0.8548797325775743,0.8946007604562738,0.818536042304481,65.65999999999971,43,23,0.8194672291227247,0.9341050756901158,0.729891455608127,56.07999999999974,37,20
call_16581bcbc272,human,train,15,31.420000000000012,0.9400660689004248,0.9302615193026152,0.9500794912559618,32.09999999999994,13,10,0.9294913071474565,0.941310727094881,0.9179650238473768,30.649999999999945,13,9,0.926829268292683,0.9355361192095886,0.9182829888712242,30.849999999999945,13,9,0.927345629510826,0.9355987055016182,0.9192368839427663,30.879999999999942,13,9,0.9400660689004248,0.9302615193026152,0.9500794912559618,32.09999999999994,13,10,0.926829268292683,0.9355361192095886,0.9182829888712242,30.849999999999945,13,9,0.927275646171135,0.9364461738002594,0.9182829888712242,30.819999999999947,13,9
call_1761edbd6952,human,train,36,112.42,0.8657488771724272,0.9600476396708532,0.7883179231863442,92.27999999999977,39,32,0.7144232402740812,0.9839338636718141,0.5608108108108109,64.05999999999979,29,19,0.7291655006436447,0.9841365765221333,0.5791251778093883,66.14999999999976,30,20,0.7403547671840355,0.9832155477031802,0.593705547652916,67.8299999999998,32,21,0.8657488771724272,0.9600476396708532,0.7883179231863442,92.27999999999977,39,32,0.7291655006436447,0.9841365765221333,0.5791251778093883,66.14999999999976,30,20,0.7291759964173757,0.9844316807738815,0.5790362731152204,66.11999999999975,30,20
call_181a5049ecae,synthetic,val,16,30.180000000000014,0.9384789278217343,0.9161412358133669,0.9619331347236014,31.669999999999895,18,13,0.9395907762260474,0.9222186802677718,0.9576299238662694,31.32999999999989,18,12,0.9408140100535106,0.9221233312142403,0.9602780536246276,31.419999999999895,18,12,0.9402041808458921,0.920952380952381,0.9602780536246276,31.449999999999896,18,12,0.9384789278217343,0.9161412358133669,0.9619331347236014,31.669999999999895,18,13,0.9408140100535106,0.9221233312142403,0.9602780536246276,31.419999999999895,18,12,0.9414056159714332,0.9235668789808917,0.9599470374048328,31.36999999999987,18,12
call_185e958a253b,human,val,18,30.21999999999999,0.9389671361502347,0.919175911251981,0.9596293845135672,31.48999999999997,14,12,0.9384413883431565,0.9287103046014258,0.9483785572468564,30.799999999999965,13,12,0.9384413883431565,0.9287103046014258,0.9483785572468564,30.809999999999963,13,12,0.9384413883431565,0.9287103046014258,0.9483785572468564,30.809999999999963,13,12,0.9389671361502347,0.919175911251981,0.9596293845135672,31.48999999999997,14,12,0.9384413883431565,0.9287103046014258,0.9483785572468564,30.809999999999963,13,12,0.9392102244797641,0.9302174618630314,0.9483785572468564,30.759999999999973,13,12
call_186e9d6ee732,synthetic,train,11,16.499999999999993,0.9293554742471151,0.8680336487907466,1.0,18.970000000000006,11,5,0.9340876944837341,0.8763269639065817,1.0,18.809999999999995,11,5,0.9335595137121855,0.8753976670201484,1.0,18.82,11,5,0.9335595137121855,0.8753976670201484,1.0,18.82,11,5,0.9351458510337015,0.8781914893617021,1.0,18.75999999999999,11,5,0.9367375886524822,0.8810032017075774,1.0,18.69999999999999,11,5,0.9366076527698458,0.8860075634792004,0.9933373712901272,18.469999999999988,12,6
call_189410107163,synthetic,train,40,70.08000000000001,0.8175301591001807,0.6913750616067028,1.0,101.33999999999982,50,33,0.8750640697078421,0.7946241563881778,0.9736241802110066,85.83999999999979,38,24,0.8591469906682533,0.7661119177929185,0.9779013401767893,89.42999999999977,42,28,0.8451714911213817,0.7369034994697773,0.9907328200741374,94.20999999999982,43,29,0.9216214440575521,0.8546362860972341,1.0,81.95999999999972,39,27,0.9174224989847028,0.8733247422680412,0.9662104362703166,77.48999999999977,35,24,0.905521110126956,0.9387817569635751,0.8745366410037069,65.27999999999984,24,19
call_18bd3c505fd5,synthetic,train,12,35.379999999999995,0.9648905410987195,0.9411764705882353,0.9898305084745763,37.199999999999946,12,13,0.9670208362080861,0.945238737523604,0.9898305084745763,37.03999999999996,12,13,0.9667540350393158,0.9447290374764087,0.9898305084745763,37.05999999999996,12,13,0.9664873810508895,0.9442198868229588,0.9898305084745763,37.06999999999996,12,13,0.9648905410987195,0.9411764705882353,0.9898305084745763,37.199999999999946,12,13,0.9667540350393158,0.9447290374764087,0.9898305084745763,37.05999999999996,12,13,0.9672787518983846,0.9459897380502296,0.9895480225988701,36.99999999999997,12,13
call_198ef413fe4a,human,val,11,31.080000000000016,0.9699048807110556,0.9415682712685437,1.0,32.99999999999997,11,10,0.9618271841558856,0.9555696604252618,0.9681672025723472,31.489999999999963,9,10,0.9615200383202938,0.9549635267998732,0.9681672025723472,31.50999999999996,9,10,0.9612130885873903,0.9543581616481775,0.9681672025723472,31.529999999999955,9,10,0.9699048807110556,0.9415682712685437,1.0,32.99999999999997,11,10,0.9615200383202938,0.9549635267998732,0.9681672025723472,31.50999999999996,9,10,0.9627498001598721,0.9573926868044516,0.9681672025723472,31.449999999999932,9,10
call_1a2f3635b411,synthetic,train,9,34.56,0.9773819621147866,0.9557644456732098,1.0,36.15999999999995,9,12,0.9773819621147866,0.9557644456732098,1.0,36.15999999999995,9,12,0.9773819621147866,0.9557644456732098,1.0,36.15999999999995,9,12,0.9773819621147866,0.9557644456732098,1.0,36.15999999999995,9,12,0.9773819621147866,0.9557644456732098,1.0,36.15999999999995,9,12,0.9773819621147866,0.9557644456732098,1.0,36.15999999999995,9,12,0.9776520509193777,0.9565458068087462,0.9997107318484235,36.10999999999995,9,12
call_1ad99899456c,synthetic,train,15,70.22000000000001,0.9792728034056808,0.9605695509309967,0.9987188612099644,72.9899999999999,16,23,0.9802305274187915,0.9624142661179699,0.9987188612099644,72.83999999999992,16,23,0.9801620564403465,0.9622822658071595,0.9987188612099644,72.84999999999991,16,23,0.9801620564403465,0.9622822658071595,0.9987188612099644,72.8599999999999,16,23,0.9792728034056808,0.9605695509309967,0.9987188612099644,72.9899999999999,16,23,0.9801620564403465,0.9622822658071595,0.9987188612099644,72.84999999999991,16,23,0.9807100922560805,0.9633392832623918,0.9987188612099644,72.76999999999991,16,23
call_1ba56b3cce45,synthetic,train,8,55.260000000000026,0.9870454748503529,0.9751103265666372,0.9992764109985528,56.62999999999995,8,16,0.9837478674687977,0.9766446781957568,0.9909551374819102,56.069999999999965,7,16,0.9836595439037529,0.9764705882352941,0.9909551374819102,56.07999999999997,7,16,0.9836595439037529,0.9764705882352941,0.9909551374819102,56.07999999999997,7,16,0.9870454748503529,0.9751103265666372,0.9992764109985528,56.62999999999995,8,16,0.9836595439037529,0.9764705882352941,0.9909551374819102,56.07999999999997,7,16,0.9842781421255952,0.9776905229341424,0.9909551374819102,56.00999999999997,7,16
call_1bf0aa4d4324,human,train,12,40.93999999999998,0.9713600958657879,0.9538714991762768,0.989501953125,42.45999999999992,12,14,0.9713600958657879,0.9538714991762768,0.989501953125,42.45999999999992,12,14,0.9713600958657879,0.9538714991762768,0.989501953125,42.45999999999992,12,14,0.9713600958657879,0.9538714991762768,0.989501953125,42.45999999999992,12,14,0.9713600958657879,0.9538714991762768,0.989501953125,42.45999999999992,12,14,0.9713600958657879,0.9538714991762768,0.989501953125,42.45999999999992,12,14,0.9715929521754765,0.9543206969625618,0.989501953125,42.4399999999999,12,14
call_1c1c0cce9fb5,human,val,26,32.12000000000005,0.8569133984740999,0.7533537302894798,0.9934823091247672,42.39999999999983,30,13,0.8667953667953668,0.8997995991983968,0.8361266294227188,29.909999999999926,16,10,0.866655943381052,0.8994991652754591,0.8361266294227188,29.91999999999993,16,10,0.8668382116436153,0.8995327102803738,0.8364369956548727,29.92999999999995,16,10,0.9032161555721765,0.8717874675137164,0.9369956548727498,34.54999999999991,22,12,0.8559751512179172,0.9043177892918826,0.8125387957790192,28.89999999999995,15,10,0.8539325842696629,0.9130742049469964,0.8019863438857853,28.26999999999996,14,10
call_1cc930924760,synthetic,train,25,33.020000000000024,0.7300011033873993,0.5748045178105995,1.0,57.45999999999981,37,19,0.7434747614119811,0.5999257747262943,0.9773276904474002,53.79999999999982,34,19,0.7449611530233082,0.5935761708236138,1.0,55.62999999999983,35,19,0.7353562298543959,0.5814730181051151,1.0,56.78999999999982,36,19,0.9119688975284643,0.8433487416538265,0.992744860943168,38.88999999999983,25,15,0.9074308189352437,0.8475465757019155,0.9764207980652962,38.05999999999983,24,15,0.8521432011558838,0.9085929476206779,0.8022974607013301,29.159999999999943,18,10
call_1ee2936b46a7,synthetic,train,10,30.940000000000012,0.9697729052466719,0.9413195500152022,1.0,32.86999999999994,10,10,0.970440251572327,0.9454656862745098,0.9967700258397932,32.609999999999914,11,9,0.9720565149136577,0.9456322541233965,1.0,32.70999999999994,10,10,0.9720565149136577,0.9456322541233965,1.0,32.719999999999935,10,10,0.9697729052466719,0.9413195500152022,1.0,32.86999999999994,10,10,0.9720565149136577,0.9456322541233965,1.0,32.70999999999994,10,10,0.9726672950047125,0.9467889908256881,1.0,32.669999999999945,10,10
call_224586045e67,human,train,19,45.64000000000002,0.9483038907553918,0.9390427130285469,0.9577495621716288,46.49999999999987,20,16,0.9382252182561609,0.9473331845570185,0.9292907180385289,44.71999999999991,18,15,0.9384598386918572,0.9473566807941111,0.9297285464098074,44.73999999999991,18,15,0.940683572216097,0.9475788538427365,0.9338879159369528,44.92999999999991,18,16,0.9483038907553918,0.9390427130285469,0.9577495621716288,46.49999999999987,20,16,0.9384598386918572,0.9473566807941111,0.9297285464098074,44.73999999999991,18,15,0.932662192393736,0.9535681610247027,0.9126532399299475,43.57999999999991,21,17
call_22d0f235a47e,human,train,18,34.83999999999999,0.9289507679058419,0.9301523426271917,0.9277522935779816,34.759999999999984,14,13,0.9123831775700935,0.9297619047619048,0.8956422018348624,33.57,13,12,0.9119836520216027,0.9289325007433838,0.8956422018348624,33.59999999999999,13,12,0.9119836520216027,0.9289325007433838,0.8956422018348624,33.59999999999999,13,12,0.9289507679058419,0.9301523426271917,0.9277522935779816,34.759999999999984,14,13,0.9119836520216027,0.9289325007433838,0.8956422018348624,33.59999999999999,13,12,0.9123831775700935,0.9297619047619048,0.8956422018348624,33.559999999999995,13,12
call_22eacbc23d18,human,train,18,38.08000000000001,0.9258332235542089,0.9296296296296296,0.9220676987667279,37.719999999999885,18,14,0.9117766635045399,0.9428251121076233,0.8827079506691157,35.63999999999988,16,14,0.9119241192411924,0.9428411319697394,0.8829703489897665,35.64999999999988,16,14,0.9125135427952329,0.9429051217464316,0.8840199422723695,35.689999999999884,16,14,0.9258332235542089,0.9296296296296296,0.9220676987667279,37.719999999999885,18,14,0.9119241192411924,0.9428411319697394,0.8829703489897665,35.64999999999988,16,14,0.9087943455212723,0.9427523970671179,0.87719758593545,35.4099999999999,16,14
