anon_id,label,split,y,manifest_duration_s,duration_s,sample_rate,channels,subtype,format,file_bytes,md5,caller_rms_db,caller_peak,caller_clipping_fraction,caller_dc_offset,caller_zero_fraction,agent_rms_db,agent_peak,agent_clipping_fraction,agent_dc_offset,agent_zero_fraction,channel_correlation,n_caller_turns,n_agent_turns,caller_speech_s,agent_speech_s,caller_speech_fraction,mean_caller_turn_s,max_caller_turn_s,first_caller_start_s,last_caller_end_s,median_response_latency_s,std_response_latency_s,overlap_s,trailing_silence_s,vad_leading_silence_s,vad_trailing_silence_s,vad_speech_s,vad_speech_fraction,vad_n_regions,vad_mean_region_s,vad_precision,vad_recall,vad_f1,n_chunks,chunk_seconds,caller_rolloff95_hz,caller_centroid_hz,caller_hf_ratio_db,caller_speech_rms_db,caller_noise_floor_db,caller_snr_db
call_098d8081babe,synthetic,train,1,147,147.9,8000,2,PCM_16,WAV,4732844,803d57de8cd35df25e8901f2b654d90a,-19.244548797607422,0.9803466796875,0.0,0.00011979015835095197,0.0010116632860040567,-25.890941619873047,0.8240966796875,0.0,-6.382194987963885e-05,0.03239604462474645,-0.00038731959326555697,9,17,34.840000000000025,67.48,0.2355645706558487,3.871111111111114,6.66,12.26,146.96,3.280000000000001,0.7119300839579983,0.71,0.9399999999999977,12.16,0.8499999999999943,36.579999999999956,0.24732927653820116,9,4.064444444444439,0.9524590163934427,1.0,0.9756507136859782,12,36.22999999999995,2671.875,814.1286017334857,-33.85628128051758,-13.177324295043945,-72.24716186523438,59.06983757019043
call_099dffdf8486,synthetic,train,1,101,101.4,8000,2,PCM_16,WAV,3244844,5c94d628cecfb60c7e8454eb2701fcd9,-20.4958438873291,0.9803466796875,0.0,7.50827239244245e-05,0.002407544378698225,-26.25969696044922,0.6990966796875,0.0,-5.624669574899599e-05,0.030507889546351086,5.760749950914456e-05,12,14,28.439999999999984,41.86,0.28047337278106493,2.3699999999999988,7.880000000000003,11.1,95.16,2.480000000000004,2.2993308205263165,0.76,6.240000000000009,11.01,6.140000000000015,30.08999999999991,0.2967455621301766,13,2.3146153846153776,0.9283106538333886,0.9834739803094233,0.9550964657674578,10,26.54999999999996,531.25,264.1656371188699,-37.49815368652344,-15.26861572265625,-72.24716186523438,56.978546142578125
call_0a9c546208d1,human,train,0,117,117.38,8000,2,PCM_16,WAV,3756204,21334065c2d3a3430492dd327114cd35,-27.523754119873047,0.9490966796875,0.0,-0.00011964122677454725,0.001301329016868291,-23.923049926757812,0.7928466796875,0.0,-6.098016820033081e-05,0.021569901175668767,-2.862942785658292e-05,7,20,19.32000000000002,71.2,0.16459362753450352,2.760000000000003,5.119999999999997,8.88,107.7,1.2999999999999972,0.07917946548886264,0.0,9.679999999999993,8.8,9.590000000000003,20.539999999999964,0.17498722099165073,7,2.9342857142857093,0.9411764705882353,1.0,0.9696969696969697,8,20.539999999999964,1421.875,460.1832814781194,-24.5327091217041,-19.98916244506836,-72.24716186523438,52.257999420166016
call_0ab7d2a0c0f5,human,train,0,129,128.52,8000,2,PCM_16,WAV,4112684,e9c579a5bf0a9c6a2f7bd3aaad411951,-32.16100311279297,0.6678466796875,0.0,0.00011341938807163388,0.0012614768129474011,-23.589923858642578,0.8865966796875,0.0,-6.617579492740333e-05,0.02634998443821973,-0.0004378234105396818,17,19,31.08,69.54,0.2418300653594771,1.828235294117647,9.38,0.84,127.48,1.56,2.039623494667583,4.54,1.0400000000000063,0.9500000000000001,29.87000000000002,27.739999999999966,0.21584189231248027,12,2.311666666666664,0.9315808426359381,0.8321003538115149,0.8790349983010534,9,24.25999999999998,1750.0,565.6500203082671,-26.90958023071289,-25.566009521484375,-72.24716186523438,46.68115234375
call_0cf2f4a71328,synthetic,val,1,159,159.0,8000,2,PCM_16,WAV,5088044,6658482d6b1d42f2ae983801acaa84e3,-26.046283721923828,0.7615966796875,0.0,0.0001057335248333402,0.0009606918238993711,-27.09904670715332,0.6990966796875,0.0,-5.6209923059213907e-05,0.02908018867924528,0.0006190113775304036,17,19,51.52000000000001,65.90000000000002,0.3240251572327045,3.0305882352941182,7.099999999999994,11.64,158.2,4.74,3.0844590918463104,1.86,0.8000000000000114,11.530000000000001,0.710000000000008,54.11999999999984,0.34037735849056505,18,3.006666666666658,0.9477184555699243,0.9955365806326412,0.9710391822827938,22,53.57999999999985,1468.75,558.1828332587897,-39.341148376464844,-21.365962982177734,-72.24716186523438,50.88119888305664
call_0e101713ee94,synthetic,train,1,209,209.34,8000,2,PCM_16,WAV,6698924,5f9955923974edab178decc3f2e18f75,-30.421239852905273,0.9803466796875,0.0,0.00010985759581672028,0.0007887885736123053,-25.494462966918945,0.8240966796875,0.0,-5.694245555787347e-05,0.02707616795643451,-0.0008000071471530797,15,28,75.68000000000004,94.23999999999997,0.361517149135378,5.0453333333333354,11.840000000000003,9.38,182.44,2.1400000000000006,4.98437808446439,3.29,26.900000000000006,9.280000000000001,26.849999999999994,77.73999999999994,0.37135760007643037,18,4.3188888888888854,0.9669538382409669,0.9931325937665082,0.979868395335201,23,73.48999999999997,968.75,441.4724877934419,-37.097755432128906,-26.119354248046875,-72.24716186523438,46.1278076171875
call_0e1e2f29bfdc,human,val,0,130,129.44,8000,2,PCM_16,WAV,4142124,192576edcc5712602e8905e35659bbb7,-31.433752059936523,0.5740966796875,0.0,0.00015885820903349668,0.0015035923980222497,-24.815460205078125,0.8240966796875,0.0,-6.097220830270089e-05,0.019876970024721878,-0.00037434287546781326,12,27,23.960000000000008,79.39999999999998,0.18510506798516693,1.9966666666666673,4.34,4.0,123.16,1.1099999999999994,1.5828130724195524,2.87,6.280000000000001,6.87,6.190000000000012,25.059999999999924,0.19360321384425158,11,2.278181818181811,0.9310207336523126,0.9737281067556297,0.9518956379942927,9,22.639999999999958,2140.625,653.9848137951747,-30.695077896118164,-24.305688858032227,-72.24716186523438,47.94147300720215
call_10aa0d1d33f0,human,val,0,136,136.16,8000,2,PCM_16,WAV,4357164,d3ca978b544bf17fa3be9a2b7d814d58,-26.97242546081543,0.8240966796875,0.0,0.00017495239444542676,0.0013293184488836663,-24.553260803222656,0.7928466796875,0.0,-5.9201993281021714e-05,0.02351736927144536,0.000858707186618568,16,19,25.00000000000003,77.54,0.1836075205640425,1.5625000000000018,3.8800000000000026,10.2,134.18,1.3000000000000007,3.290106143804482,3.67,1.9799999999999898,10.1,1.9599999999999795,27.029999999999955,0.1985164512338422,14,1.9307142857142825,0.9046210720887246,0.9776268477826608,0.9397081413210445,8,21.949999999999978,578.125,280.87951176223874,-34.44235610961914,-19.950559616088867,-72.24716186523438,52.29660224914551
call_10ceaf16fbbf,synthetic,train,1,161,161.3,8000,2,PCM_16,WAV,5161644,a224e3e02dd9cabd57c25215d8e27f5b,-19.42597198486328,0.9803466796875,0.0,8.25438037281856e-05,0.0005207687538747675,-25.711761474609375,0.8553466796875,0.0,-6.567146920133382e-05,0.031439088654680716,6.246582571811985e-06,9,18,37.39999999999998,77.00000000000001,0.23186608803471775,4.155555555555553,9.400000000000006,11.36,129.82,3.5999999999999943,0.5831798739943778,0.22,31.480000000000018,11.25,31.390000000000015,38.96999999999993,0.24159950402975774,10,3.8969999999999927,0.9574358974358974,0.9978621058257616,0.9772310913373462,12,37.04999999999994,1015.625,348.77507203636804,-34.16376876831055,-13.256950378417969,-72.24716186523438,58.990211486816406
call_11d3230256a1,human,train,0,123,123.16,8000,2,PCM_16,WAV,3941164,a953452d92caf38891be6acaab2c3a1f,-26.354236602783203,0.9803466796875,0.0,9.848671470535919e-05,0.0011915394608639168,-23.723155975341797,0.8240966796875,0.0,-6.552495324285701e-05,0.025905326404676843,0.0003816891778247863,13,17,26.180000000000007,69.41999999999999,0.21256901591425795,2.0138461538461545,6.479999999999997,1.86,104.74,1.7000000000000028,1.3123041372945266,2.29,18.42,1.75,19.340000000000003,26.41999999999998,0.21451770055212716,11,2.40181818181818,0.93267776096823,0.9412213740458015,0.9369300911854104,10,24.799999999999983,1718.75,514.8422064742481,-25.659732818603516,-19.712207794189453,-72.24716186523438,52.53495407104492
call_120d6007bcc1,synthetic,val,1,157,157.28,8000,2,PCM_16,WAV,5033004,250378ae1336a72dca5b390b6bc361d6,-19.39569664001465,0.9803466796875,0.0,6.628657138207927e-05,0.0004927517802644964,-25.279766082763672,0.8240966796875,0.0,-5.528089968720451e-05,0.02601252543234995,0.00040263482748719776,16,24,52.72,72.27999999999999,0.33519837232960326,3.295,13.840000000000003,9.74,131.06,2.1799999999999997,4.769339576922573,3.5,26.22,9.64,26.120000000000005,55.81999999999991,0.3549084435401825,16,3.4887499999999942,0.9443051575931232,1.0,0.9713548862485033,18,52.829999999999956,1875.0,485.6728121126232,-32.2750244140625,-14.89687442779541,-72.24716186523438,57.350287437438965
call_1612f093f8b5,human,train,0,131,131.16,8000,2,PCM_16,WAV,4197164,536b765caf0b3dfbb906f6a3d063cd1b,-27.229700088500977,0.9803466796875,0.0,1.295519632549258e-05,0.0007014333638304362,-23.788333892822266,0.9178466796875,0.0,-5.951334969722666e-05,0.023967863677950594,8.043835430584924e-05,45,22,71.79999999999997,71.28000000000003,0.5474229948154923,1.595555555555555,6.740000000000009,0.44,131.16,3.769999999999996,3.2719426774162033,33.7,0.0,0.33999999999999997,0.0,83.64999999999982,0.6377706617871288,43,1.9453488372092982,0.8424444974934352,0.982187586974673,0.9069647905422771,28,68.10999999999987,1281.25,607.8454339378429,-26.996932983398438,-25.31856918334961,-53.59513854980469,28.276569366455078
call_16581bcbc272,human,train,0,102,102.54,8000,2,PCM_16,WAV,3281324,62573e93ef9a58f75135f1ded0569214,-20.52054214477539,0.9803466796875,0.0,9.327697625849396e-05,0.0008326019114491905,-26.632020950317383,0.6990966796875,0.0,-5.7739500334719196e-05,0.025298663936024965,2.506470162612101e-05,15,14,31.420000000000012,48.180000000000035,0.3064170079968794,2.0946666666666673,8.68,0.6,102.54,1.009999999999998,3.5575206339843604,3.5,0.0,3.25,9.54000000000002,32.09999999999994,0.31304856641310647,13,2.4692307692307645,0.9302615193026152,0.9500794912559618,0.9400660689004248,10,27.579999999999988,1468.75,714.0127826298934,-27.163278579711914,-15.570648193359375,-72.24716186523438,56.676513671875
call_1761edbd6952,human,train,0,164,163.94,8000,2,PCM_16,WAV,5246124,1ae76b5cddf0b5cc3db2d63bd4e4ef85,-27.904443740844727,0.9803466796875,0.0,6.778768874937668e-05,0.0008593082835183604,-25.236438751220703,0.8240966796875,0.0,-6.62412348901853e-05,0.029142521654263755,-0.0016157177340970536,36,17,112.42,83.71999999999994,0.6857386848847139,3.122777777777778,40.08,0.52,163.94,6.659999999999997,4.478775197004882,41.15,0.0,0.41000000000000003,0.37999999999999545,92.27999999999977,0.5628888617786981,39,2.3661538461538405,0.9600476396708532,0.7883179231863442,0.8657488771724272,32,82.39999999999989,1046.875,635.1411540256012,-25.927692413330078,-25.41104507446289,-72.24716186523438,46.836116790771484
call_181a5049ecae,synthetic,val,1,142,142.42,8000,2,PCM_16,WAV,4557484,506d73e5b50883a4ed585c5f1c9a5b3c,-24.236982345581055,0.9803466796875,0.0,0.0001346823264611885,0.0008934840612273557,-25.432411193847656,0.8865966796875,0.0,-6.664625834673643e-05,0.029994031737115574,-9.061929670479083e-05,16,18,30.180000000000014,71.03999999999998,0.21190843982586727,1.8862500000000009,5.960000000000001,10.76,141.64,3.1299999999999955,1.628235240989459,1.51,0.7800000000000011,10.65,0.6899999999999693,31.669999999999895,0.2223704535879785,18,1.7594444444444386,0.9161412358133669,0.9619331347236014,0.9384789278217343,13,26.18999999999999,1703.125,591.8658478655294,-40.458980560302734,-17.7325382232666,-72.24716186523438,54.51462364196777
call_185e958a253b,human,val,0,135,135.2,8000,2,PCM_16,WAV,4326444,626bb2781e289e464212d10eb0e4554b,-24.0982666015625,0.9803466796875,0.0,0.00010674877557903528,0.0005741494082840237,-24.234323501586914,0.8553466796875,0.0,-6.829696212662384e-05,0.023339497041420118,-0.0009709759551783175,18,23,30.21999999999999,78.60000000000001,0.22352071005917157,1.6788888888888884,6.680000000000007,0.64,128.16,1.3599999999999994,2.5394122416165463,4.38,7.039999999999992,0.54,6.939999999999998,31.48999999999997,0.23291420118343176,14,2.2492857142857123,0.919175911251981,0.9596293845135672,0.9389671361502347,12,29.52999999999995,1750.0,759.5165220658777,-33.099735260009766,-17.81134796142578,-72.24716186523438,54.435813903808594
call_186e9d6ee732,synthetic,train,1,117,117.22,8000,2,PCM_16,WAV,3751084,ed516046cc4086e38f18f3a758a4de93,-25.57016372680664,0.9803466796875,0.0,-5.4278047173283994e-05,0.0014662600238867088,-24.14859962463379,0.8865966796875,0.0,-6.936725549167022e-05,0.02581577375874424,0.0008261139860623241,11,20,16.499999999999993,67.0,0.140760962293124,1.4999999999999993,4.1800000000000015,9.54,88.1,2.219999999999999,3.1544631899150333,1.8800000000000001,29.120000000000005,9.43,29.02000000000001,18.75999999999999,0.1600409486435761,11,1.7054545454545447,0.8781914893617021,1.0,0.9351458510337015,5,14.259999999999994,1453.125,437.16574381968354,-33.78759765625,-18.431432723999023,-45.01294708251953,26.581514358520508
call_189410107163,synthetic,train,1,196,195.84,8000,2,PCM_16,WAV,6266924,48db83e559cf8d32a939489d21707afc,-20.665851593017578,0.9803466796875,0.0,-3.747192022274248e-05,0.000552108864379085,-26.214277267456055,0.7303466796875,0.0,-5.65563932468649e-05,0.029240068423202613,0.00027149615795793783,40,18,70.08000000000001,82.20000000000005,0.357843137254902,1.7520000000000002,9.62,4.22,194.94,5.569999999999993,9.125953922741447,7.01,0.9000000000000057,4.12,0.789999999999992,81.95999999999972,0.4185049019607829,39,2.1015384615384542,0.8546362860972341,1.0,0.9216214440575521,27,69.4299999999999,1078.125,580.6341414689732,-41.062007904052734,-16.941207885742188,-44.261741638183594,27.320533752441406
call_18bd3c505fd5,synthetic,train,1,141,140.96,8000,2,PCM_16,WAV,4510764,e24f0c3b7f1e8fdf23c36e2086bacdef,-25.591814041137695,0.7303466796875,0.0,0.000124982965644449,0.0008947573779795687,-25.27745819091797,0.6678466796875,0.0,-6.467308412538841e-05,0.027688706015891032,0.00047552076572901844,12,16,35.379999999999995,73.05999999999999,0.2509931895573212,2.948333333333333,5.859999999999999,9.6,140.16,2.960000000000001,3.628493335930065,1.98,0.8000000000000114,9.5,0.700000000000017,37.199999999999946,0.2639046538024968,12,3.0999999999999956,0.9411764705882353,0.9898305084745763,0.9648905410987195,13,35.429999999999986,1937.5,585.6466389948665,-35.548744201660156,-19.838045120239258,-72.24716186523438,52.40911674499512
call_198ef413fe4a,human,val,0,128,127.68,8000,2,PCM_16,WAV,4085804,ba72adb91ee98d24a7cbce8ab1da7f13,-21.835641860961914,0.9803466796875,0.0,0.0001137542276410386,0.004963580827067669,-24.610870361328125,0.9803466796875,0.0,-6.698077049804851e-05,0.0267171835839599,-0.0007488667512841217,11,21,31.080000000000016,70.7,0.24342105263157907,2.825454545454547,6.719999999999999,0.94,121.4,1.1400000000000023,5.185248306494107,1.8800000000000001,6.280000000000001,0.8300000000000001,6.220000000000013,32.99999999999997,0.2584586466165411,11,2.9999999999999973,0.9415682712685437,1.0,0.9699048807110556,10,29.21,1171.875,587.177252508371,-33.688995361328125,-15.959583282470703,-72.24716186523438,56.28757858276367
call_1a2f3635b411,synthetic,train,1,140,140.08,8000,2,PCM_16,WAV,4482604,7a7760d8b401c9ff8d6bac415176c33d,-33.64085006713867,0.9803466796875,0.0,0.0001366548240184784,0.002022951170759566,-25.831295013427734,0.8240966796875,0.0,-6.45965919829905e-05,0.029283266704740147,-5.437639802286764e-06,9,12,34.56,70.44,0.24671616219303255,3.8400000000000003,10.139999999999999,11.98,139.28,2.6599999999999966,0.8702887274553219,0.0,0.8000000000000114,11.88,0.7400000000000091,36.15999999999995,0.2581382067390059,9,4.017777777777772,0.9557644456732098,1.0,0.9773819621147866,12,35.05999999999997,765.625,387.3292451233628,-37.34834671020508,-27.75981903076172,-72.24716186523438,44.487342834472656
