split,feature,human_median,synthetic_median,spearman_label,missing_fraction,unique_values
train,barge_overlap_std,0.4403254256515768,0.3161221809151049,-0.3574271695816114,0.48936170212765956,144
train,barge_overlap_iqr,0.4099999999999992,0.33500000000000085,-0.15746798137293572,0.48936170212765956,138
train,barge_overlap_cv,0.6489559308718178,0.5147442084278546,-0.3971793763615413,0.48936170212765956,144
train,short_context_response_count,3.0,3.0,0.055048016402108775,0.0,9
train,short_context_response_mean,1.0310000000000006,2.3599999999999994,0.7602545287509195,0.031914893617021274,264
train,short_context_response_median,1.025000000000004,2.330000000000002,0.7819807244984707,0.031914893617021274,232
train,short_context_response_std,0.45701726659579,0.5131577758654283,0.1585744629439242,0.41843971631205673,164
train,short_context_response_iqr,0.3799999999999981,0.47499999999999964,0.11727120787037335,0.41843971631205673,158
train,short_context_response_cv,0.42435241830596415,0.2096012565006651,-0.29483694115201986,0.41843971631205673,164
train,long_context_response_count,5.0,4.0,-0.31987116577079455,0.0,11
train,long_context_response_mean,1.2379999999999989,2.5700000000000003,0.7933596962271303,0.0035460992907801418,279
train,long_context_response_median,1.2000000000000028,2.3949999999999974,0.8108552335140108,0.0035460992907801418,254
train,long_context_response_std,0.388108968497987,0.5164106892774439,0.15418885672367624,0.11347517730496454,250
train,long_context_response_iqr,0.3750000000000009,0.4500000000000037,0.13910052507332665,0.11347517730496454,235
train,long_context_response_cv,0.3500869747289322,0.1757270610919099,-0.4800029323666746,0.11347517730496454,250
train,interruption_count,1.0,1.0,-0.21251456409968594,0.0,11
train,interruption_rate,0.0588235294117647,0.0555555555555555,-0.141224599184197,0.0,62
train,interruption_yield_fraction,0.5,0.0,-0.36246148908718984,0.29432624113475175,15
train,interruption_immediate_yield_fraction,0.1666666666666666,0.0,-0.15027980364579288,0.29432624113475175,13
train,immediate_retake_fraction,0.9166666666666666,0.0,-0.1529999401432682,0.74822695035461,8
train,barge_in_count,5.0,1.0,-0.5021334751744359,0.0,28
train,barge_in_rate,0.2580645161290322,0.1111111111111111,-0.44031316180397995,0.0,94
train,barge_continues_fraction,0.2,0.0,-0.13967361836419073,0.1879432624113475,34
train,extended_gap_count,3.0,8.0,0.7136152414214778,0.0,18
train,extended_gap_caller_fraction,0.1666666666666666,0.7777777777777778,0.7052227025242873,0.05319148936170213,38
train,reaction_entropy,0.9182958340544896,0.8112781244591328,-0.43135265735223166,0.8120567375886525,15
train,quality,0.8,0.59,-0.48490001397421356,0.0,49
train,event_count,15.0,10.0,-0.552670035944848,0.0,34
val,manifest_duration_s,145.0,146.5,-0.028896266218362672,0.0,53
val,wav_duration_s,144.78,146.5,-0.03026669477484428,0.0,69
val,duration_discrepancy_s,0.03999999999999204,0.13000000000000966,0.030276342015893538,0.0,46
val,sample_rate,8000.0,8000.0,,0.0,1
val,channels,2.0,2.0,,0.0,1
val,bits_per_sample,16.0,16.0,,0.0,1
val,file_bytes,4633004.0,4688044.0,-0.03026669477484428,0.0,69
val,channel_correlation,-3.8558613844436984e-05,2.7098068168171524e-05,0.09767724076965308,0.0,71
val,caller_rms,0.037095191387582147,0.08166058295297622,0.7484002673055109,0.0,71
val,caller_clipped_fraction,0.0,0.0,,0.0,1
val,caller_digital_zero_fraction,0.0012634386707932887,0.0010021389133880558,-0.05640516720501093,0.0,71
val,agent_rms,0.05841609436102015,0.052002118174784735,-0.6053237456147514,0.0,71
val,agent_clipped_fraction,0.0,0.0,,0.0,1
val,agent_digital_zero_fraction,0.024228368914492263,0.02972385640305847,0.711255401097333,0.0,71
val,duration_s,144.78,146.5,-0.03026669477484428,0.0,69
val,caller_speech_s,32.12000000000005,37.15999999999998,0.09079856184221272,0.0,71
val,agent_speech_s,79.25999999999999,69.92999999999998,-0.42235088614483796,0.0,71
val,silence_s,36.25999999999996,39.349999999999966,0.2613897992427336,0.0,71
val,overlap_s,3.660000000000018,2.0600000000000005,-0.3288008527316491,0.0,71
val,caller_turn_count,20.0,14.0,-0.3507959349778533,0.0,27
val,agent_turn_count,22.0,18.5,-0.4234921032610509,0.0,25
val,leading_silence_s,0.3,0.3,-0.08441800842403582,0.0,14
val,trailing_silence_s,0.8600000000000136,0.8299999999999841,-0.09992111302324089,0.0,34
val,caller_proportion,0.2245508982035929,0.25713169291674587,0.19397874575381807,0.0,71
val,caller_turn_mean,1.831666666666668,2.2784090909090917,0.3618185115833628,0.0,71
val,caller_turn_median,1.1000000000000083,1.4750000000000032,0.33361872493024874,0.0,70
val,caller_turn_std,1.575418311796221,2.0410165438743446,0.31504349487676836,0.0,71
val,caller_turn_iqr,2.0799999999999983,2.1349999999999962,0.07979267555830814,0.0,71
val,caller_turn_cv,0.8941387341052968,0.9437356757708998,0.03576913042268986,0.0,71
val,agent_turn_mean,3.6371428571428575,3.7838988095238086,0.06603531770342744,0.0,71
val,agent_turn_median,3.219999999999999,2.8450000000000033,-0.2194464162382481,0.0,66
val,agent_turn_std,2.733821255335923,3.1859432869656237,0.24900817717334095,0.0,71
val,agent_turn_iqr,3.4199999999999977,3.7500000000000018,0.19122727418284194,0.0,71
val,agent_turn_cv,0.7497802637478438,0.8278327214125658,0.31091628752030415,0.0,71
val,caller_pause_count,19.0,13.0,-0.3507959349778533,0.0,27
val,caller_pause_mean,5.723529411764706,6.709529411764706,0.13894931433429522,0.0,71
val,caller_pause_median,4.380000000000003,5.080000000000003,0.07979267555830814,0.0,71
val,caller_pause_std,5.151315975268482,6.3076052706104235,0.20498463203772266,0.0,71
val,caller_pause_iqr,6.520000000000003,8.2075,0.3329280600881133,0.0,71
val,caller_pause_cv,0.8728989881039764,0.9412906937147505,0.09630150498416501,0.0,71
val,response_latency_count,9.0,7.0,-0.4233320493942817,0.0,11
val,response_latency_mean,1.242857142857145,2.5983333333333323,0.8488289796461401,0.0,71
val,response_latency_median,1.1799999999999926,2.455,0.806187929109797,0.0,70
val,response_latency_std,0.4213357444174531,0.4998213966722817,0.21174846170537848,0.014084507042253521,70
val,response_latency_iqr,0.4200000000000008,0.6000000000000068,0.24999065880267093,0.014084507042253521,70
val,response_latency_cv,0.3390057713703639,0.1937053665417827,-0.4695291976945349,0.014084507042253521,70
val,interruption_stop_latency_count,1.0,1.0,-0.1136629299190367,0.0,6
val,interruption_stop_latency_mean,0.996666666666665,1.2999999999999972,0.14489246986552382,0.323943661971831,45
val,interruption_stop_latency_median,0.9099999999999966,1.2799999999999994,0.14944470238091684,0.323943661971831,44
val,interruption_stop_latency_std,0.6357148207595418,2.6132227867775297,0.6457765999379483,0.8591549295774648,10
val,interruption_stop_latency_iqr,0.5900000000000034,2.409999999999996,0.7217503175777069,0.8591549295774648,10
val,interruption_stop_latency_cv,0.7363163407057607,0.8590332786400593,0.3418817293789138,0.8591549295774648,10
val,recovery_latency_count,0.0,0.0,-0.12834780933124443,0.0,4
val,recovery_latency_mean,1.3933333333333344,1.659999999999994,0.1867079991996597,0.7464788732394366,18
val,recovery_latency_median,0.9000000000000057,1.659999999999994,0.25260494009365725,0.7464788732394366,18
val,recovery_latency_std,1.4271650219928982,,,0.9577464788732394,3
val,recovery_latency_iqr,1.2999999999999972,,,0.9577464788732394,3
val,recovery_latency_cv,0.9389243565742748,,,0.9577464788732394,3
val,recovery_gap_count,0.0,0.0,-0.12834780933124443,0.0,4
val,recovery_gap_mean,-1.566666666666668,-0.170000000000007,0.3843988218816523,0.7464788732394366,18
val,recovery_gap_median,-1.54,-0.170000000000007,0.40636446884631816,0.7464788732394366,18
val,recovery_gap_std,3.240082303481398,,,0.9577464788732394,3
val,recovery_gap_iqr,3.2399999999999984,,,0.9577464788732394,3
val,recovery_gap_cv,,,,1.0,0
val,barge_overlap_count,5.0,2.0,-0.4761682244517278,0.0,19
val,barge_overlap_mean,0.5040000000000028,0.6109523809523764,0.21030641078266354,0.08450704225352113,65
val,barge_overlap_median,0.3999999999999986,0.589999999999999,0.2997738947936329,0.08450704225352113,53
val,barge_overlap_std,0.28014021898709235,0.35240313987629096,0.19140792884209726,0.323943661971831,48
val,barge_overlap_iqr,0.2974999999999888,0.44999999999999213,0.1946033423068505,0.323943661971831,47
val,barge_overlap_cv,0.5421593959556197,0.5711170899433372,0.06380264294736575,0.323943661971831,48
val,short_context_response_count,3.0,2.0,-0.2363925600646086,0.0,8
val,short_context_response_mean,1.2120000000000015,2.499999999999993,0.7825555087601161,0.014084507042253521,69
val,short_context_response_median,1.1599999999999966,2.5100000000000087,0.7889430679677935,0.014084507042253521,67
val,short_context_response_std,0.38457048908092006,0.6940701213374163,0.38516444325982163,0.4225352112676056,41
val,short_context_response_iqr,0.3800000000000022,0.839999999999999,0.3423683940087303,0.4225352112676056,41
val,short_context_response_cv,0.3166524443743044,0.2826847488213858,-0.14122696252860126,0.4225352112676056,41
val,long_context_response_count,6.0,4.0,-0.30235437025339984,0.0,9
val,long_context_response_mean,1.259999999999998,2.4739999999999966,0.8570833943590686,0.0,71
val,long_context_response_median,1.2199999999999989,2.4099999999999895,0.813080299186335,0.0,68
val,long_context_response_std,0.3935987804859153,0.4478243703358113,0.08844527923036907,0.07042253521126761,66
val,long_context_response_iqr,0.3200000000000047,0.480000000000004,0.2557795252456366,0.07042253521126761,64
val,long_context_response_cv,0.3048530575730024,0.1565014441760566,-0.5043771329083209,0.07042253521126761,66
val,interruption_count,1.0,1.0,-0.1136629299190367,0.0,6
val,interruption_rate,0.05,0.0476190476190476,0.006300415942343693,0.0,31
val,interruption_yield_fraction,0.5,0.16666666666666666,-0.11484654415706096,0.323943661971831,6
val,interruption_immediate_yield_fraction,0.0,0.0,0.07455482093148265,0.323943661971831,7
val,immediate_retake_fraction,1.0,0.5,-0.31655715683232766,0.7464788732394366,4
val,barge_in_count,5.0,2.0,-0.4761682244517278,0.0,19
val,barge_in_rate,0.2857142857142857,0.1602564102564102,-0.42669278170694674,0.0,52
val,barge_continues_fraction,0.125,0.0,-0.005298515759678875,0.08450704225352113,18
val,extended_gap_count,3.0,8.0,0.7008255811343701,0.0,15
val,extended_gap_caller_fraction,0.0,0.8257575757575758,0.7058911749157156,0.014084507042253521,26
val,reaction_entropy,0.9182958340544896,0.9182958340544896,0.15883524325588977,0.8591549295774648,5
val,quality,0.8,0.610625,-0.5421886985853259,0.0,26
val,event_count,16.0,11.0,-0.5263944858371237,0.0,23
