domain,model,item,y,score,p,n_chunks,no_speech
external_ood_channel,specialist_silero,call_021_synthetic_edge-tts,1,-0.31170934438705444,0.6353607837015152,2,False
external_ood_channel,orig_only,call_021_synthetic_edge-tts,1,0.7134931683540344,0.6711725623674042,2,False
external_ood_channel,robust_v2,call_021_synthetic_edge-tts,1,6.747056484222412,0.9999999983805341,2,False
external_ood_channel,specialist,call_022_synthetic_edge-tts,1,9.352838516235352,0.9999064627547227,1,False
external_ood_channel,specialist_silero,call_022_synthetic_edge-tts,1,2.7717809677124023,0.9657090424495958,1,False
external_ood_channel,orig_only,call_022_synthetic_edge-tts,1,4.35294246673584,0.98729461369224,1,False
external_ood_channel,robust_v2,call_022_synthetic_edge-tts,1,7.556501388549805,0.9999999998571898,1,False
external_ood_channel,specialist,call_023_synthetic_edge-tts,1,-0.810617208480835,0.5262371544780466,1,False
external_ood_channel,specialist_silero,call_023_synthetic_edge-tts,1,-1.5065152645111084,0.3721584304310636,1,False
external_ood_channel,orig_only,call_023_synthetic_edge-tts,1,0.23240722715854645,0.5578416900196664,1,False
external_ood_channel,robust_v2,call_023_synthetic_edge-tts,1,4.0911760330200195,0.9999953261750429,1,False
external_ood_channel,specialist,call_024_synthetic_edge-tts,1,-2.230492115020752,0.23571429398572502,1,False
external_ood_channel,specialist_silero,call_024_synthetic_edge-tts,1,-2.071240186691284,0.26257951801476165,1,False
external_ood_channel,orig_only,call_024_synthetic_edge-tts,1,-1.091170072555542,0.2513980101419299,1,False
external_ood_channel,robust_v2,call_024_synthetic_edge-tts,1,0.9403127431869507,0.9437968549329461,1,False
external_ood_channel,specialist,call_025_synthetic_edge-tts,1,-8.453078587849935,0.0011215792164510209,3,False
external_ood_channel,specialist_silero,call_025_synthetic_edge-tts,1,0.6804882287979126,0.810105132107685,1,False
external_ood_channel,orig_only,call_025_synthetic_edge-tts,1,0.5239734053611755,0.6280764109972459,1,False
external_ood_channel,robust_v2,call_025_synthetic_edge-tts,1,4.932523727416992,0.9999996254616204,1,False
external_ood_channel,specialist,call_026_synthetic_edge-tts,1,-7.5642348527908325,0.002498013820418442,4,False
external_ood_channel,specialist_silero,call_026_synthetic_edge-tts,1,-7.645222425460815,0.0023223620037905093,2,False
external_ood_channel,orig_only,call_026_synthetic_edge-tts,1,-2.6999224424362183,0.06297793270654305,2,False
external_ood_channel,robust_v2,call_026_synthetic_edge-tts,1,-0.6858460307121277,0.11329291214078074,2,False
external_ood_channel,specialist,call_027_synthetic_edge-tts,1,-4.136244773864746,0.05234331731707221,1,False
external_ood_channel,specialist_silero,call_027_synthetic_edge-tts,1,-4.815116882324219,0.029062419955899636,1,False
external_ood_channel,orig_only,call_027_synthetic_edge-tts,1,-1.9679789543151855,0.12260613275272873,1,False
external_ood_channel,robust_v2,call_027_synthetic_edge-tts,1,1.7980766296386719,0.9954778255118273,1,False
external_ood_channel,specialist,call_028_synthetic_edge-tts,1,-0.1075061559677124,0.6769013352619079,1,False
external_ood_channel,specialist_silero,call_028_synthetic_edge-tts,1,0.41055548191070557,0.7697841121410538,2,False
external_ood_channel,orig_only,call_028_synthetic_edge-tts,1,2.6185466051101685,0.932045711255643,2,False
external_ood_channel,robust_v2,call_028_synthetic_edge-tts,1,3.867035388946533,0.999990844129711,2,False
external_ood_channel,specialist,call_029_synthetic_edge-tts,1,-6.652745366096497,0.005668284434902405,2,False
external_ood_channel,specialist_silero,call_029_synthetic_edge-tts,1,-8.20669960975647,0.0014004634504042163,2,False
external_ood_channel,orig_only,call_029_synthetic_edge-tts,1,-3.9243041276931763,0.019373146115603482,2,False
external_ood_channel,robust_v2,call_029_synthetic_edge-tts,1,-2.29059000313282,0.001035567065391796,2,False
external_ood_channel,specialist,call_030_synthetic_edge-tts,1,-5.10621452331543,0.022499243825146127,1,False
external_ood_channel,specialist_silero,call_030_synthetic_edge-tts,1,-5.833346366882324,0.011800792542091527,1,False
external_ood_channel,orig_only,call_030_synthetic_edge-tts,1,-2.2532124519348145,0.0950727253759344,1,False
external_ood_channel,robust_v2,call_030_synthetic_edge-tts,1,3.4550552368164062,0.9999684897359141,1,False
external_ood_channel,specialist,call_031_synthetic_edge-tts,1,-4.346222400665283,0.04370255825403385,1,False
external_ood_channel,specialist_silero,call_031_synthetic_edge-tts,1,-2.51060152053833,0.19323801739410118,2,False
external_ood_channel,orig_only,call_031_synthetic_edge-tts,1,0.132964089512825,0.5331921352259157,2,False
external_ood_channel,robust_v2,call_031_synthetic_edge-tts,1,2.0772810876369476,0.9980380318633847,2,False
external_ood_channel,specialist,call_032_synthetic_gTTS,1,-2.2988123893737793,0.22478833721718613,2,False
external_ood_channel,specialist_silero,call_032_synthetic_gTTS,1,-4.587725877761841,0.03544764802510749,2,False
external_ood_channel,orig_only,call_032_synthetic_gTTS,1,-2.488304018974304,0.07668219007811414,2,False
external_ood_channel,robust_v2,call_032_synthetic_gTTS,1,2.481306791305542,0.9994153546829267,2,False
external_ood_channel,specialist,call_033_synthetic_gTTS,1,0.47937655448913574,0.7806058008104009,2,False
external_ood_channel,specialist_silero,call_033_synthetic_gTTS,1,-0.83597332239151,0.5205290714464098,2,False
external_ood_channel,orig_only,call_033_synthetic_gTTS,1,0.054124653339385986,0.5135278610316919,2,False
external_ood_channel,robust_v2,call_033_synthetic_gTTS,1,1.1541598439216614,0.9696011355321282,2,False
external_ood_channel,specialist,call_034_synthetic_gTTS,1,0.5302558243274689,0.7883680190647382,2,False
external_ood_channel,specialist_silero,call_034_synthetic_gTTS,1,-1.7371139377355576,0.32495952547367724,2,False
external_ood_channel,orig_only,call_034_synthetic_gTTS,1,-0.7006911188364029,0.33165901570395756,2,False
external_ood_channel,robust_v2,call_034_synthetic_gTTS,1,0.727795422077179,0.8987476397657626,2,False
external_ood_channel,specialist,call_035_synthetic_gTTS,1,1.163819670677185,0.868398920733439,2,False
external_ood_channel,specialist_silero,call_035_synthetic_gTTS,1,-0.25228965282440186,0.6476916378340307,2,False
external_ood_channel,orig_only,call_035_synthetic_gTTS,1,0.03691822290420532,0.5092285075796747,2,False
external_ood_channel,robust_v2,call_035_synthetic_gTTS,1,1.21318269520998,0.974407944668983,2,False
external_ood_channel,specialist,call_036_synthetic_gTTS,1,-5.0904349486033125,0.022814569497871477,3,False
external_ood_channel,specialist_silero,call_036_synthetic_gTTS,1,-2.293367125093937,0.22564581549568347,2,False
external_ood_channel,orig_only,call_036_synthetic_gTTS,1,-0.21526002883911133,0.4463918360237339,2,False
external_ood_channel,robust_v2,call_036_synthetic_gTTS,1,0.06474685668945312,0.5484080376243222,2,False
external_ood_channel,specialist,call_037_synthetic_gTTS,1,-2.614953398704529,0.17897926956373908,2,False
external_ood_channel,specialist_silero,call_037_synthetic_gTTS,1,-3.2444891333580017,0.10993521690532387,2,False
external_ood_channel,orig_only,call_037_synthetic_gTTS,1,-1.3192696794867516,0.2109398254410283,2,False
external_ood_channel,robust_v2,call_037_synthetic_gTTS,1,0.6886857748031616,0.8875600943831712,2,False
external_ood_channel,specialist,call_038_synthetic_gTTS,1,-6.1150243282318115,0.009176251022851096,2,False
external_ood_channel,specialist_silero,call_038_synthetic_gTTS,1,-3.450091600418091,0.09305011520663467,2,False
external_ood_channel,orig_only,call_038_synthetic_gTTS,1,-2.465307354927063,0.07832633372953396,2,False
external_ood_channel,robust_v2,call_038_synthetic_gTTS,1,-2.244067907333374,0.00119048449544827,2,False
external_ood_channel,specialist,call_039_synthetic_gTTS,1,-4.050309360027313,0.05632647532976298,2,False
external_ood_channel,specialist_silero,call_039_synthetic_gTTS,1,-3.6019649505615234,0.08211080220709682,2,False
external_ood_channel,orig_only,call_039_synthetic_gTTS,1,-1.6522534489631653,0.16080462204919857,2,False
external_ood_channel,robust_v2,call_039_synthetic_gTTS,1,-1.7698258757591248,0.004920181040728827,2,False
external_ood_channel,specialist,call_040_synthetic_Windows,1,-1.9209355264902115,0.2896752410698483,3,False
external_ood_channel,specialist_silero,call_040_synthetic_Windows,1,-1.9050431549549103,0.2926351941248036,2,False
external_ood_channel,orig_only,call_040_synthetic_Windows,1,0.13278748095035553,0.5331481774005353,2,False
external_ood_channel,robust_v2,call_040_synthetic_Windows,1,2.1042391061782837,0.9981901816115712,2,False
external_ood_channel,specialist,call_041_synthetic_Windows,1,,0.5,0,True
external_ood_channel,specialist_silero,call_041_synthetic_Windows,1,-0.6584586501121521,0.5602953045448987,1,False
external_ood_channel,orig_only,call_041_synthetic_Windows,1,1.1250847578048706,0.7549306682779676,1,False
external_ood_channel,robust_v2,call_041_synthetic_Windows,1,8.28338623046875,0.9999999999838671,1,False
external_ood_channel,specialist,call_042_synthetic_Windows,1,-4.175644814968109,0.05060740074082959,2,False
external_ood_channel,specialist_silero,call_042_synthetic_Windows,1,-3.683946132659912,0.07670435307143358,1,False
external_ood_channel,orig_only,call_042_synthetic_Windows,1,-1.430768370628357,0.19297899142088185,1,False
external_ood_channel,robust_v2,call_042_synthetic_Windows,1,1.9158236980438232,0.9968193091397685,1,False
external_ood_channel,specialist,call_043_synthetic_Windows,1,0.5077763795852661,0.784963527978361,1,False
external_ood_channel,specialist_silero,call_043_synthetic_Windows,1,1.7598850727081299,0.9186986316516341,1,False
external_ood_channel,orig_only,call_043_synthetic_Windows,1,3.639321804046631,0.9744023012562564,1,False
external_ood_channel,robust_v2,call_043_synthetic_Windows,1,5.698137283325195,0.9999999623303794,1,False
external_ood_channel,specialist,call_044_synthetic_Windows,1,4.520753860473633,0.9927273965146654,1,False
external_ood_channel,specialist_silero,call_044_synthetic_Windows,1,1.46377032995224,0.8963737233444338,2,False
external_ood_channel,orig_only,call_044_synthetic_Windows,1,2.791765809059143,0.9422292386308765,2,False
external_ood_channel,robust_v2,call_044_synthetic_Windows,1,8.636632442474365,0.9999999999944091,2,False
external_ood_channel,specialist,call_045_synthetic_Windows,1,-0.1254578558728099,0.6733480813672228,2,False
external_ood_channel,specialist_silero,call_045_synthetic_Windows,1,0.18537627160549164,0.7318206655815308,2,False
external_ood_channel,orig_only,call_045_synthetic_Windows,1,1.035917729139328,0.7380615614895235,2,False
external_ood_channel,robust_v2,call_045_synthetic_Windows,1,4.177553653717041,0.9999963931096943,2,False
external_ood_channel,specialist,call_046_synthetic_Windows,1,-0.3580847382545471,0.6256109285129864,1,False
external_ood_channel,specialist_silero,call_046_synthetic_Windows,1,-0.21234507858753204,0.6558728836455179,1,False
external_ood_channel,orig_only,call_046_synthetic_Windows,1,2.9639334678649902,0.9509179067880551,1,False
external_ood_channel,robust_v2,call_046_synthetic_Windows,1,5.378634452819824,0.9999999017650184,1,False
external_ood_channel,specialist,call_047_synthetic_Windows,1,-6.9066548347473145,0.004512752635114689,2,False
external_ood_channel,specialist_silero,call_047_synthetic_Windows,1,-1.6929039657115936,0.33377180243897986,2,False
external_ood_channel,orig_only,call_047_synthetic_Windows,1,1.0633082836866379,0.7433222548444839,2,False
external_ood_channel,robust_v2,call_047_synthetic_Windows,1,2.1036646962165833,0.9981870658486787,2,False
external_ood_channel,specialist,call_048_human_FLEURS,0,-4.398008823394775,0.04179051513779659,4,False
external_ood_channel,specialist_silero,call_048_human_FLEURS,0,-5.88105320930481,0.011309137741924229,2,False
external_ood_channel,orig_only,call_048_human_FLEURS,0,-3.3073129653930664,0.03532116185647274,2,False
external_ood_channel,robust_v2,call_048_human_FLEURS,0,-1.2272821366786957,0.024558158697724906,2,False
external_ood_channel,specialist,call_049_human_FLEURS,0,-10.518017053604126,0.00017415348084173126,4,False
external_ood_channel,specialist_silero,call_049_human_FLEURS,0,-12.469722747802734,2.9927090773186253e-05,3,False
external_ood_channel,orig_only,call_049_human_FLEURS,0,-8.312105655670166,0.0002454662359308757,3,False
external_ood_channel,robust_v2,call_049_human_FLEURS,0,-2.8448272148768106,0.00019653339394769324,3,False
external_ood_channel,specialist,call_050_human_FLEURS,0,-10.948174851281303,0.00011813133839048058,7,False
external_ood_channel,specialist_silero,call_050_human_FLEURS,0,-10.62274169921875,0.0001584507654076718,4,False
external_ood_channel,orig_only,call_050_human_FLEURS,0,-6.009284257888794,0.002449828902613044,4,False
external_ood_channel,robust_v2,call_050_human_FLEURS,0,-6.234193176031113,7.543500271653363e-09,4,False
external_ood_channel,specialist,call_051_human_FLEURS,0,0.9236913522084554,0.8415987700857965,3,False
external_ood_channel,specialist_silero,call_051_human_FLEURS,0,0.4329792658487956,0.7733507339625274,3,False
external_ood_channel,orig_only,call_051_human_FLEURS,0,1.7124601205190022,0.847155100968888,3,False
external_ood_channel,robust_v2,call_051_human_FLEURS,0,2.7048813104629517,0.9997009629302553,3,False
external_ood_channel,specialist,call_052_human_FLEURS,0,-13.474008560180664,1.2091032522137056e-05,2,False
external_ood_channel,specialist_silero,call_052_human_FLEURS,0,-10.814467430114746,0.000133279200013457,2,False
external_ood_channel,orig_only,call_052_human_FLEURS,0,-6.808855772018433,0.0011027379806608961,2,False
external_ood_channel,robust_v2,call_052_human_FLEURS,0,-5.756518363952637,3.161749837799092e-08,2,False
external_ood_channel,specialist,call_053_human_FLEURS,0,-5.63175614674886,0.01412208722111168,3,False
external_ood_channel,specialist_silero,call_053_human_FLEURS,0,-5.521230220794678,0.015580249218647898,3,False
external_ood_channel,orig_only,call_053_human_FLEURS,0,-4.361342430114746,0.012600447665470407,3,False
external_ood_channel,robust_v2,call_053_human_FLEURS,0,-1.0756131013234456,0.03816811112703438,3,False
external_ood_channel,specialist,call_054_human_FLEURS,0,,0.5,0,True
external_ood_channel,specialist_silero,call_054_human_FLEURS,0,-8.725194454193115,0.0008775783373501088,2,False
external_ood_channel,orig_only,call_054_human_FLEURS,0,-6.740221261978149,0.0011809891262822335,2,False
external_ood_channel,robust_v2,call_054_human_FLEURS,0,-0.31756073236465454,0.27834573051920797,2,False
external_ood_channel,specialist,call_055_human_FLEURS,0,-6.555008729298909,0.006187718341863396,3,False
external_ood_channel,specialist_silero,call_055_human_FLEURS,0,-5.907943058013916,0.011040998385033219,5,False
external_ood_channel,orig_only,call_055_human_FLEURS,0,-3.5691196441650392,0.02740826888347457,5,False
external_ood_channel,robust_v2,call_055_human_FLEURS,0,0.18666929602622986,0.6364543654288042,5,False
external_ood_channel,specialist,call_056_human_FLEURS,0,-5.6702845096588135,0.013646087032775528,2,False
external_ood_channel,specialist_silero,call_056_human_FLEURS,0,-7.7564697265625,0.0021009959312856957,2,False
external_ood_channel,orig_only,call_056_human_FLEURS,0,-5.867423057556152,0.0028221699128039473,2,False
external_ood_channel,robust_v2,call_056_human_FLEURS,0,-4.294788479804993,2.5374067150223087e-06,2,False
external_ood_channel,specialist,call_057_human_FLEURS,0,-0.7004762887954712,0.5509331700209811,1,False
external_ood_channel,specialist_silero,call_057_human_FLEURS,0,-3.024876117706299,0.13087853694789492,1,False
external_ood_channel,orig_only,call_057_human_FLEURS,0,-1.18204927444458,0.23468393131600288,1,False
external_ood_channel,robust_v2,call_057_human_FLEURS,0,2.0154194831848145,0.9976388874556292,1,False
external_ood_channel,specialist,call_058_human_FLEURS,0,-5.595027565956116,0.014591073497105138,2,False
external_ood_channel,specialist_silero,call_058_human_FLEURS,0,-5.275541424751282,0.019372721982706866,2,False
external_ood_channel,orig_only,call_058_human_FLEURS,0,-2.7543089762330055,0.059843756177997094,2,False
external_ood_channel,robust_v2,call_058_human_FLEURS,0,-0.04618954658508301,0.46541316494901924,2,False
external_ood_channel,specialist,call_059_human_FLEURS,0,-14.137010097503662,6.646854046821267e-06,2,False
external_ood_channel,specialist_silero,call_059_human_FLEURS,0,-12.566545009613037,2.742319956909436e-05,2,False
external_ood_channel,orig_only,call_059_human_FLEURS,0,-8.313158988952637,0.0002452078776678118,2,False
external_ood_channel,robust_v2,call_059_human_FLEURS,0,-10.600516319274902,1.5444105925878532e-14,2,False
external_ood_channel,specialist,call_060_human_FLEURS,0,-16.599817276000977,7.200669178398358e-07,1,False
external_ood_channel,specialist_silero,call_060_human_FLEURS,0,-11.513203303019205,7.094707785041157e-05,3,False
external_ood_channel,orig_only,call_060_human_FLEURS,0,-8.304492950439453,0.00024734156493799297,3,False
external_ood_channel,robust_v2,call_060_human_FLEURS,0,-6.206371784210205,8.200133840224984e-09,3,False
external_ood_channel,specialist,call_061_human_FLEURS,0,-6.550799369812012,0.006211122286206659,2,False
external_ood_channel,specialist_silero,call_061_human_FLEURS,0,-6.386341094970703,0.007197715938919091,2,False
external_ood_channel,orig_only,call_061_human_FLEURS,0,-4.005771994590759,0.01788454405258853,2,False
external_ood_channel,robust_v2,call_061_human_FLEURS,0,-4.192274570465088,3.4510667822599467e-06,2,False
external_ood_channel,specialist,call_062_human_FLEURS,0,-11.705057382583618,5.966864969603175e-05,4,False
external_ood_channel,specialist_silero,call_062_human_FLEURS,0,-10.39660930633545,0.0001943151371405674,3,False
external_ood_channel,orig_only,call_062_human_FLEURS,0,-7.238785743713379,0.0007176678723730877,3,False
external_ood_channel,robust_v2,call_062_human_FLEURS,0,-5.943793932596843,1.8027241331024645e-08,3,False
external_ood_channel,specialist,call_063_human_FLEURS,0,-6.063587284088134,0.009608058780473529,5,False
external_ood_channel,specialist_silero,call_063_human_FLEURS,0,-7.08329176902771,0.0038503592421925757,4,False
external_ood_channel,orig_only,call_063_human_FLEURS,0,-4.697115063667297,0.009039103608600673,4,False
external_ood_channel,robust_v2,call_063_human_FLEURS,0,-4.545595288276672,1.1956900870903106e-06,4,False
external_ood_channel,specialist,call_064_human_FLEURS,0,-4.84863189288548,0.028221004148780565,7,False
external_ood_channel,specialist_silero,call_064_human_FLEURS,0,-3.4172637462615967,0.09558058693058465,3,False
external_ood_channel,orig_only,call_064_human_FLEURS,0,-1.4984914859135945,0.18265062112393055,3,False
external_ood_channel,robust_v2,call_064_human_FLEURS,0,1.3200783133506775,0.981297802253046,3,False
external_ood_channel,specialist,call_065_human_FLEURS,0,-8.616485595703125,0.0009679496739882253,1,False
external_ood_channel,specialist_silero,call_065_human_FLEURS,0,-8.01518440246582,0.0016642456531657023,1,False
external_ood_channel,orig_only,call_065_human_FLEURS,0,-6.112858295440674,0.002209320977709549,1,False
external_ood_channel,robust_v2,call_065_human_FLEURS,0,-7.021553993225098,7.107772826704499e-10,1,False
external_ood_channel,specialist,call_066_human_FLEURS,0,-5.406517684459686,0.017250281776865384,2,False
external_ood_channel,specialist_silero,call_066_human_FLEURS,0,-9.832343339920044,0.00032329788828012004,2,False
external_ood_channel,orig_only,call_066_human_FLEURS,0,-5.133958578109741,0.005858659435616528,2,False
external_ood_channel,robust_v2,call_066_human_FLEURS,0,-4.400606989860535,1.8472309631955728e-06,2,False
external_ood_channel,specialist,call_067_human_FLEURS,0,-10.119850397109985,0.00024943222898998757,4,False
external_ood_channel,specialist_silero,call_067_human_FLEURS,0,-10.432674169540405,0.00018809379358403466,4,False
external_ood_channel,orig_only,call_067_human_FLEURS,0,-6.429750561714172,0.001610255985281728,4,False
